block_number,raw_size_bytes,compressed_size_bytes,compression_time_us,decompression_time_us
24093946,197836,87540,399.62,65.63
24093947,69172,33298,159.92,21.92
24093948,160460,84041,324.42,42.92
24093949,133584,60321,240.46,41.04
24093950,31572,17057,60.87,9.96
24093951,155976,53914,266.71,49.08
24093952,81292,36265,154.29,23.83
24093953,133120,56254,261.54,38.71
24093954,167972,68990,324.29,57.25
24093955,96588,38906,173.88,28.54
24093956,118276,49625,225.17,34.33
24093957,161532,66186,316.33,46.96
24093958,146868,79791,295.25,39.62
24093959,68024,29410,127.71,20.46
24093960,32184,17396,72.67,9.33
24093961,271196,123000,528.62,77.96
24093962,81452,39697,163.29,22.92
24093963,102524,47826,204.21,29.0
24093964,149312,49897,251.04,49.88
24093965,42776,19105,88.04,12.58
24093966,226744,107026,442.54,66.37
24093967,218212,98449,396.0,62.21
24093968,158024,91469,327.58,41.5
24093969,51744,22753,103.21,16.21
24093970,91688,45327,188.42,24.96
24093971,227732,108787,443.67,64.42
24093972,159340,89578,344.08,42.71
24093973,68040,32746,144.08,20.13
24093974,147812,78909,300.21,41.83
24093975,92448,41088,180.71,27.79
24093976,193888,89103,360.62,55.42
24093977,135680,55514,271.37,40.92
24093978,98348,41580,184.04,29.54
24093979,277028,140327,589.37,76.63
24093980,141012,57481,274.71,41.92
24093981,88032,37381,164.83,25.58
24093982,99272,41870,190.71,30.17
24093983,180544,90856,367.33,51.42
24093984,160872,53831,281.46,50.83
24093985,160560,89423,339.58,43.67
24093986,69592,28969,131.96,21.5
24093987,105052,47569,214.46,46.12
24093988,104496,47391,198.21,28.88
24093989,229396,125174,438.17,58.67
24093990,70476,31745,130.5,19.79
24093991,85424,43640,155.88,22.58
24093992,88120,42794,169.75,23.38
24093993,264840,128682,515.38,73.0
24093994,77728,34611,155.5,23.83
24093995,248700,142504,530.75,69.54
24093996,161660,82998,317.5,43.29
24093997,90048,38563,169.46,26.17
24093998,155972,83860,317.71,41.88
24093999,141184,76400,281.62,37.46
24094000,80560,36820,151.46,22.04
24094001,217244,104130,405.0,62.12
24094002,57712,25072,107.0,20.46
24094003,12868,6305,38.46,5.33
24094004,32168,15512,76.37,17.5
24094005,220560,93328,436.25,63.0
24094006,150308,82145,309.04,40.08
24094007,156408,97146,326.17,40.08
24094008,271196,134606,579.25,72.13
24094009,127376,60280,215.0,33.5
24094010,61416,27913,118.5,17.71
24094011,166256,84848,313.21,44.04
24094012,52440,23708,100.79,15.79
24094013,100736,42932,198.04,30.33
24094014,87680,37420,156.08,24.33
24094015,71136,32205,132.83,20.54
24094016,213420,77135,373.21,75.58
24094017,83444,35609,146.54,23.0
24094018,223420,118213,429.38,57.62
24094019,50012,19975,90.17,15.46
24094020,218648,114813,417.42,55.75
24094021,76500,39292,151.67,20.25
24094022,100600,47200,217.96,31.33
24094023,179020,89122,387.38,52.75
24094024,6112,2619,19.21,3.54
24094025,157332,54906,267.92,55.08
24094026,184336,79527,388.92,57.79
24094027,93280,39703,187.83,29.66
24094028,160640,85635,351.17,47.08
24094029,292052,169232,683.08,80.71
24094030,124156,69147,242.25,35.75
24094031,167448,82599,332.46,49.79
24094032,94504,43038,194.58,28.83
24094033,141336,78604,291.46,40.58
24094034,6756,3862,21.5,3.04
24094035,177656,68078,360.12,59.21
24094036,286472,174442,653.5,80.67
24094037,134120,73711,299.46,39.88
24094038,55268,27235,126.29,17.33
24094039,79328,35780,159.13,23.75
24094040,119736,33843,165.29,42.0
24094041,166104,86596,317.96,44.17
24094042,72768,34561,148.83,20.79
24094043,79092,38894,154.46,21.04
24094044,118136,55910,230.83,31.92
24094045,50500,19448,89.58,15.79
24094046,111504,66741,202.29,28.46
24094047,124820,55266,232.34,33.37
24094048,223592,100314,426.33,65.0
24094049,231280,141281,464.0,60.17
24094050,142240,80231,280.0,36.37
24094051,75844,35143,141.83,20.71
24094052,218884,126934,459.79,61.09
24094053,66664,28669,127.38,19.67
24094054,200148,74639,342.34,57.5
24094055,80252,33250,141.58,22.92
24094056,76400,45183,143.25,23.58
24094057,111012,49199,208.04,30.83
24094058,75284,35987,146.83,21.46
24094059,104372,48400,201.42,29.42
24094060,353608,210727,775.17,94.75
24094061,104944,39315,200.46,32.75
24094062,286576,154277,554.13,73.67
24094063,58848,29096,103.42,16.5
24094064,50844,20938,94.58,15.63
24094065,98256,43032,178.75,27.38
24094066,85700,37388,154.96,24.12
24094067,74248,31480,136.83,20.46
24094068,78760,41464,139.92,20.63
24094069,70816,27215,118.21,20.5
24094070,120100,48810,209.96,33.58
24094071,129012,50521,223.08,44.42
24094072,75288,40648,132.92,19.46
24094073,274024,110681,539.92,79.54
24094074,62784,26028,122.79,18.71
24094075,111716,51607,213.21,30.37
24094076,250304,115852,437.08,68.13
24094077,187280,101208,381.5,49.84
24094078,102520,34194,175.79,31.87
24094079,82732,35353,147.46,23.21
24094080,303836,184698,636.92,79.13
24094081,152124,88009,310.08,42.21
24094082,80260,36402,149.17,22.08
24094083,293024,152455,563.38,82.67
24094084,84180,37319,159.71,24.12
24094085,91836,40352,174.96,26.33
24094086,123592,48778,216.96,35.5
24094087,20520,10084,44.96,6.75
24094088,207304,70523,354.5,62.0
24094089,86576,31796,140.5,25.08
24094090,70924,32062,130.92,19.92
24094091,241976,120799,491.42,62.38
24094092,288272,152308,590.54,75.04
24094093,187664,104195,376.25,48.75
24094094,226244,115537,423.67,59.5
24094095,68632,29947,126.17,19.58
24094096,259672,144137,520.87,69.09
24094097,199464,102195,381.5,53.58
24094098,80156,33433,147.0,22.88
24094099,106524,47937,198.54,28.71
24094100,151492,77002,284.25,39.92
24094101,116060,45424,200.25,34.54
24094102,110188,46729,230.21,34.58
24094103,162088,82372,374.46,50.21
24094104,79352,37206,173.13,25.79
24094105,101392,42601,222.42,45.17
24094106,193624,100465,448.42,61.25
24094107,11164,5344,32.58,5.58
24094108,142308,69841,363.46,46.54
24094109,62984,28166,146.54,22.08
24094110,62364,31449,156.08,20.92
24094111,113488,47380,248.29,40.71
24094112,234208,115979,507.13,75.54
24094113,168472,90257,391.62,51.33
24094114,77676,37734,182.96,25.5
24094115,234060,134840,523.29,67.38
24094116,53064,24032,112.71,17.54
24094117,217984,114080,462.58,61.75
24094118,59172,30524,130.67,17.83
24094119,170828,90726,348.04,47.37
24094120,66144,34553,149.37,19.42
24094121,9960,4691,25.58,4.25
24094122,175144,59544,311.5,61.5
24094123,139580,74232,286.25,38.96
24094124,98568,46229,200.25,28.79
24094125,96784,44794,172.25,29.04
24094126,286548,158180,690.75,81.75
24094127,118028,56529,248.5,33.79
24094128,105440,50744,220.25,30.29
24094129,103608,44999,203.13,30.54
24094130,152912,84870,330.83,47.29
24094131,409868,222583,924.0,125.0
24094132,44176,21000,95.21,13.5
24094133,439880,230892,966.67,134.58
24094134,53176,22551,110.13,17.96
24094135,15036,8329,39.83,5.63
24094136,335056,201033,730.46,87.63
24094137,204256,117134,413.33,51.46
24094138,107808,49373,215.12,30.46
24094139,231196,145542,453.37,55.42
24094140,300460,166484,645.0,111.04
24094141,251560,149457,517.46,64.75
24094142,166836,88723,323.87,43.38
24094143,168236,97250,337.0,42.12
24094144,303464,184373,630.33,76.37
24094145,41076,18826,83.25,12.12
24094146,110308,53102,227.54,30.13
24094147,91568,45894,180.79,23.75
24094148,84088,41023,188.21,29.62
24094149,164664,86325,376.17,45.0
24094150,141468,79590,281.75,36.12
24094151,64100,31581,136.21,17.88
24094152,197632,97129,364.67,53.58
24094153,53788,25843,115.08,17.58
24094154,154152,83113,300.17,40.54
24094155,139420,78490,273.25,36.13
24094156,83576,38053,158.04,23.5
24094157,100428,41416,182.33,29.54
24094158,78812,37496,150.0,21.83
24094159,184508,97032,339.58,48.83
24094160,86624,39941,165.0,24.33
24094161,160884,93749,312.21,40.58
24094162,103268,51736,214.54,28.04
24094163,62296,29081,122.67,18.0
24094164,177316,93342,341.17,47.33
24094165,107380,56216,193.54,27.75
24094166,181468,105416,368.38,46.25
24094167,85052,38906,158.13,23.0
24094168,76976,39064,152.54,20.38
24094169,84596,41065,163.38,22.46
24094170,213432,118482,406.87,56.63
24094171,148624,83109,292.0,37.79
24094172,160692,84655,303.79,44.29
24094173,76144,39724,153.33,19.75
24094174,172424,97011,336.25,43.96
24094175,69024,34638,143.17,19.58
24094176,124936,65165,281.04,35.08
24094177,139784,63677,288.87,38.17
24094178,70732,30835,135.04,20.63
24094179,47424,26569,89.17,12.17
24094180,233904,97050,407.75,69.79
24094181,112348,52700,236.62,32.0
24094182,175096,88191,329.92,47.54
24094183,80872,37815,152.63,22.37
24094184,179032,56771,294.12,57.46
24094185,87480,39337,160.0,23.92
24094186,46932,23974,96.08,12.41
24094187,42764,20430,86.42,12.38
24094188,188856,68448,325.08,58.04
24094189,84832,41442,164.63,23.46
24094190,75548,35693,211.04,34.33
24094191,132652,50659,297.42,45.08
24094192,45952,21919,101.33,14.46
24094193,234076,111002,468.29,69.17
24094194,89720,42136,183.17,25.88
24094195,58508,28682,128.46,17.96
24094196,217492,115188,453.33,61.25
24094197,29420,15112,68.38,9.62
24094198,182500,70895,360.5,56.96
24094199,93652,46620,180.17,28.54
24094200,163904,87973,363.29,46.42
24094201,75588,38345,161.71,21.79
24094202,156928,84507,330.38,43.79
24094203,136360,60689,283.71,41.42
24094204,76552,35200,152.17,22.04
24094205,259304,114763,487.25,78.5
24094206,135632,70033,280.75,38.04
24094207,130112,74620,264.0,34.08
24094208,77176,34714,150.71,22.46
24094209,35284,15704,82.21,11.13
24094210,201544,57368,320.71,65.71
24094211,149536,78023,303.83,42.79
24094212,170684,92438,352.92,48.71
24094213,71472,35526,156.17,21.21
24094214,205140,98221,400.71,60.63
24094215,106976,55717,209.71,30.92
24094216,116756,68371,254.54,31.21
24094217,140300,58994,294.75,46.46
24094218,150568,85243,316.08,40.13
24094219,169476,95418,340.5,45.17
24094220,102172,43785,197.83,31.33
24094221,158920,84521,312.83,43.5
24094222,131584,50345,224.37,42.12
24094223,126048,70932,237.96,33.71
24094224,177876,93822,353.58,55.37
24094225,77632,39232,143.42,22.04
24094226,47352,23928,103.04,13.17
24094227,36152,14215,71.79,12.54
24094228,246864,110139,469.08,78.96
24094229,174036,82252,370.46,50.96
24094230,150408,87886,306.54,40.21
24094231,118044,52432,234.21,34.46
24094232,99208,48483,210.83,28.41
24094233,177516,89310,362.5,50.88
24094234,9020,5306,19.75,4.21
24094235,239868,115016,469.96,71.33
24094236,50704,26611,117.04,15.62
24094237,70288,34890,148.63,20.17
24094238,98552,46702,205.58,29.92
24094239,211884,114764,428.25,59.12
24094240,143836,58367,282.71,45.63
24094241,147064,78375,284.71,41.0
24094242,91724,46602,170.37,24.42
24094243,146312,78569,298.33,39.88
24094244,61884,30605,133.08,18.17
24094245,218872,104842,429.75,66.62
24094246,13568,5974,31.71,5.42
24094247,152844,64070,302.0,45.08
24094248,107276,57218,200.88,28.25
24094249,231820,140575,465.87,58.46
24094250,225500,135852,451.17,56.58
24094251,32392,16617,70.83,9.67
24094252,191152,96753,368.62,51.25
24094253,132260,74429,266.21,33.87
24094254,68236,30347,128.67,20.08
24094255,38272,14455,71.54,12.67
24094256,160520,76526,333.0,43.96
24094257,112220,46070,210.37,34.42
24094258,101900,51547,179.25,28.67
24094259,134428,72667,254.33,35.71
24094260,178392,105397,355.25,44.71
24094261,114800,51763,194.96,33.58
24094262,102732,43635,169.75,30.63
24094263,118712,64340,230.25,32.25
24094264,82556,39202,191.29,24.29
24094265,61952,27184,122.08,18.83
24094266,97432,38905,160.54,32.67
24094267,83776,34139,153.21,27.54
24094268,63928,31825,115.33,18.0
24094269,152244,48011,258.21,51.92
24094270,118136,65584,226.67,30.67
24094271,106276,46945,202.83,31.58
24094272,74104,40319,133.83,19.71
24094273,52236,31050,114.92,15.5
24094274,206000,61622,298.13,66.0
24094275,194220,98801,362.67,53.54
24094276,64044,33903,119.25,17.96
24094277,170316,97294,331.08,51.08
24094278,142648,64207,286.5,39.79
24094279,108060,56260,201.71,28.92
24094280,73356,34644,149.0,21.04
24094281,158656,93347,319.92,41.29
24094282,194548,79663,360.04,57.79
24094283,104192,44370,244.67,40.08
24094284,73272,33268,154.92,23.54
24094285,98736,47295,188.08,31.75
24094286,101024,45769,224.96,34.13
24094287,81736,31900,151.08,25.96
24094288,53988,21892,102.62,17.5
24094289,67692,28061,138.25,20.42
24094290,117292,43143,205.33,34.0
24094291,240392,97338,482.58,70.54
24094292,197768,52360,292.12,62.37
24094293,231956,124126,479.12,66.21
24094294,104000,42728,189.08,30.54
24094295,160600,86470,302.0,42.0
24094296,149056,80227,278.96,40.04
24094297,73356,32476,137.5,21.29
24094298,112132,42296,204.25,33.79
24094299,105224,44930,194.79,30.38
24094300,215000,110196,418.12,57.25
24094301,129688,53077,241.17,38.17
24094302,30280,14891,64.83,9.17
24094303,100632,41423,183.96,29.17
24094304,93916,45398,187.79,27.04
24094305,208536,77354,373.46,65.46
24094306,25204,13832,48.21,7.83
24094307,273752,119196,556.67,79.46
24094308,146916,58701,270.17,43.46
24094309,43296,25256,84.21,11.58
24094310,34948,17042,72.67,10.0
24094311,190400,75783,353.37,58.37
24094312,115268,69852,217.04,29.96
24094313,234500,115397,454.33,68.33
24094314,91208,46553,189.83,26.67
24094315,224808,113266,425.79,62.54
24094316,90752,41141,170.79,25.21
24094317,204084,96852,380.37,58.17
24094318,109388,44777,201.66,33.04
24094319,147348,81297,296.33,39.5
24094320,168900,86982,329.58,51.96
24094321,81852,36772,157.79,23.46
24094322,92520,38607,172.21,27.71
24094323,152688,80228,294.88,53.75
24094324,64404,29562,130.83,19.25
24094325,166440,71465,296.21,50.08
24094326,135532,73489,255.67,37.08
24094327,72844,35445,154.04,20.87
24094328,205684,93535,376.08,60.63
24094329,110344,63819,221.25,29.21
24094330,104344,45904,198.54,30.92
24094331,9692,4994,27.71,4.21
24094332,184036,79622,380.79,55.67
24094333,77408,34607,151.08,22.88
24094334,145396,79498,303.21,39.29
24094335,187756,74324,325.5,59.17
24094336,63164,30226,130.46,18.08
24094337,93132,39468,156.58,29.21
24094338,54392,26898,114.29,16.29
24094339,161348,44942,226.92,54.75
24094340,196448,80997,377.63,58.04
24094341,110892,42277,195.42,35.38
24094342,101116,42062,188.0,30.54
24094343,95628,38932,191.67,31.67
24094344,8912,4553,25.79,4.13
24094345,147968,49158,258.79,50.67
24094346,116704,49373,226.62,35.42
24094347,257032,111012,503.04,73.83
24094348,151168,75720,282.5,41.71
24094349,94748,50364,171.88,24.25
24094350,173248,72286,325.17,50.62
24094351,92788,41468,172.0,26.38
24094352,39380,17505,76.75,11.42
24094353,120780,58178,241.0,31.71
24094354,179636,101364,349.75,47.17
24094355,211344,117869,414.58,53.29
24094356,96852,47771,205.13,25.83
24094357,59328,29062,120.33,16.67
24094358,102656,46773,193.08,28.21
24094359,93704,42640,175.63,27.38
24094360,58340,26561,111.79,16.54
24094361,91752,46663,152.29,23.54
24094362,126736,72709,240.46,31.79
24094363,140048,78741,266.58,36.0
24094364,138372,63450,277.5,38.21
24094365,78908,37584,160.58,21.25
24094366,204476,110328,398.75,51.83
24094367,58204,26894,112.42,16.71
24094368,320852,143871,629.88,94.58
24094369,78492,38032,151.71,21.83
24094370,136004,72966,258.96,34.92
24094371,149576,78483,283.58,38.91
24094372,46572,22149,102.17,12.75
24094373,153924,77944,340.88,49.92
24094374,106648,48110,196.34,34.08
24094375,75416,33985,155.46,23.37
24094376,174748,56671,302.42,65.04
24094377,204980,100099,447.17,60.96
24094378,10704,5697,30.17,4.62
24094379,163896,88356,347.79,44.71
24094380,138108,77798,274.46,37.54
24094381,91688,40699,184.37,28.13
24094382,48892,23663,106.42,15.91
24094383,131516,34946,179.92,46.29
24094384,130944,66652,234.79,37.17
24094385,94016,37608,175.75,30.29
24094386,55800,26045,117.71,17.46
24094387,232988,85220,437.46,77.04
24094388,74656,27618,134.08,23.58
24094389,144916,62394,268.79,45.54
24094390,74896,35167,159.79,23.5
24094391,157120,60384,306.83,52.08
24094392,76632,27848,138.04,25.0
24094393,172820,79550,335.08,52.25
24094394,148072,68532,274.08,42.62
24094395,81756,37519,145.37,25.04
24094396,152360,68356,281.58,46.5
24094397,97996,43214,192.79,30.25
24094398,60500,33549,121.75,17.75
24094399,63252,31213,145.13,18.67
24094400,79576,32723,150.54,25.67
24094401,169668,82919,343.83,50.46
24094402,127660,75900,247.75,34.17
24094403,162344,67181,325.88,52.13
24094404,13240,7147,33.04,5.08
24094405,157180,58025,266.96,52.37
24094406,168256,88759,343.67,46.17
24094407,166380,75168,311.54,49.96
24094408,102260,52587,205.96,29.38
24094409,153956,81732,300.92,43.87
24094410,107176,58529,209.83,29.67
24094411,253096,134846,510.21,72.25
24094412,87804,38759,173.38,27.67
24094413,285788,172972,645.29,76.54
24094414,98936,56726,196.87,26.08
24094415,63420,33441,140.83,18.33
24094416,353564,210140,796.63,96.96
24094417,206300,122479,434.54,55.12
24094418,84576,50591,163.17,22.42
24094419,98592,49788,215.29,27.96
24094420,77400,36143,157.71,23.29
24094421,255480,160521,534.92,66.13
24094422,321512,172476,690.67,89.92
24094423,288448,168730,636.0,80.04
24094424,131360,58896,273.83,37.42
24094425,326772,190853,705.33,87.33
24094426,92248,44092,174.58,27.21
24094427,23420,10923,53.75,7.91
24094428,289748,153824,648.54,82.17
24094429,70232,33068,144.04,20.96
24094430,97036,48354,211.83,27.96
24094431,167260,92840,343.5,45.08
24094432,63008,30614,134.71,18.83
24094433,78540,35663,167.25,24.0
24094434,55532,22588,107.54,18.0
24094435,274380,145997,600.04,75.75
24094436,86228,41053,173.46,24.17
24094437,64716,29730,135.54,19.38
24094438,193352,96026,386.71,57.17
24094439,66684,30604,137.0,20.12
24094440,123720,60757,265.25,35.38
24094441,188420,96284,380.17,56.21
24094442,67968,33260,149.54,20.42
24094443,138540,77914,278.96,38.79
24094444,131432,75306,269.33,34.29
24094445,68696,32351,138.04,19.71
24094446,9792,5160,25.62,3.92
24094447,86680,44173,151.08,22.5
24094448,100040,44647,195.04,29.54
24094449,179452,98943,344.29,45.88
24094450,169280,91198,329.46,42.62
24094451,81804,38762,156.25,22.29
24094452,167228,89406,337.04,45.42
24094453,68872,36795,135.0,19.21
24094454,72560,33822,143.13,20.87
24094455,82880,39799,163.5,22.5
24094456,240188,111040,450.33,69.38
24094457,77236,44939,142.67,20.08
24094458,37760,17450,84.96,11.38
24094459,119216,51624,224.37,34.5
24094460,134896,79963,263.12,34.67
24094461,186348,107051,421.54,55.29
24094462,127560,64059,273.58,41.5
24094463,132056,73704,313.46,41.04
24094464,45400,23084,117.79,15.75
24094465,147916,49680,268.21,58.96
24094466,121800,62471,305.42,37.92
24094467,219152,132939,514.96,64.29
24094468,96428,51591,214.08,30.83
24094469,217520,118766,515.25,68.0
24094470,80888,43061,216.96,25.29
24094471,234972,139472,582.96,70.88
24094472,126912,72474,285.88,40.08
24094473,118752,60001,263.25,37.33
24094474,182100,100046,433.71,75.25
24094475,70972,35632,137.08,21.25
24094476,145644,72802,291.33,40.79
24094477,178184,90509,343.37,50.46
24094478,86012,45541,166.87,22.96
24094479,148080,58469,261.5,58.29
24094480,65404,34548,149.17,19.29
24094481,100256,52648,225.33,27.87
24094482,248580,136546,511.88,75.71
24094483,90524,45366,198.33,25.75
24094484,178220,107398,383.38,46.71
24094485,137276,71318,268.58,36.79
24094486,122988,72613,230.46,31.58
24094487,90616,38566,174.83,28.63
24094488,179324,95688,367.25,48.96
24094489,134232,72934,271.25,34.83
24094490,86988,39514,166.42,24.37
24094491,92336,41782,177.29,25.25
24094492,234916,104631,435.87,69.83
24094493,93148,44376,189.58,26.46
24094494,116032,55798,235.08,31.63
24094495,114452,52746,236.46,31.83
24094496,242032,151692,500.5,61.13
24094497,277784,151892,604.21,71.5
24094498,154084,82311,305.62,40.79
24094499,286212,177661,623.75,75.87
24094500,92772,55444,192.88,24.54
24094501,106192,44630,206.75,32.54
24094502,176352,82209,378.25,51.38
24094503,75272,38165,137.5,21.29
24094504,103796,47268,206.17,30.29
24094505,77304,32811,149.0,24.67
24094506,158800,70769,336.38,47.29
24094507,133572,70292,270.5,37.67
24094508,121620,68982,243.21,32.5
24094509,153116,79029,317.29,42.12
24094510,169368,93346,354.13,46.04
24094511,110916,55625,197.29,31.33
24094512,136588,76626,268.17,37.54
24094513,87112,40973,179.88,25.33
24094514,89412,43007,184.63,25.87
24094515,72236,38432,136.33,20.21
24094516,15540,7611,37.79,6.0
24094517,284936,131775,624.92,85.21
24094518,109652,50857,237.25,31.91
24094519,138552,40817,204.88,50.08
24094520,109628,59538,228.58,32.21
24094521,50548,24001,111.25,18.13
24094522,108136,43495,221.17,36.96
24094523,115240,47532,231.09,36.38
24094524,80360,40355,168.87,23.13
24094525,48184,21049,98.87,16.63
24094526,145984,61895,316.46,45.83
24094527,74424,34059,149.58,22.71
24094528,136612,51077,255.12,45.75
24094529,57868,27277,122.17,18.21
24094530,150500,59907,261.17,48.0
24094531,67320,36822,134.42,19.83
24094532,55088,25457,115.58,17.46
24094533,120348,46865,219.71,37.04
24094534,108120,42765,199.54,33.79
24094535,122292,60133,233.62,36.5
24094536,79672,35344,153.54,23.46
24094537,113612,47761,216.17,33.87
24094538,82624,37979,162.83,23.96
24094539,139988,39590,261.54,53.37
24094540,21484,11564,42.83,6.75
24094541,184248,80354,379.13,55.12
24094542,99516,46132,194.42,28.33
24094543,137128,61818,243.92,40.58
24094544,104796,42448,188.29,31.25
24094545,136900,55421,259.88,41.96
24094546,131176,54505,252.04,39.0
24094547,45608,21952,94.25,13.09
24094548,36920,21703,72.42,9.63
24094549,144148,43245,207.92,50.0
24094550,98732,45725,188.96,28.17
24094551,84544,33736,152.0,27.33
24094552,76972,32704,144.79,23.0
24094553,43696,18543,82.79,14.96
24094554,191776,65588,301.0,61.96
24094555,136940,61367,276.12,39.79
24094556,143404,48906,239.5,47.54
24094557,98660,35368,166.58,32.04
24094558,86232,39261,169.58,25.5
24094559,62416,30875,128.12,17.96
24094560,65484,29766,128.29,19.13
24094561,140252,42731,218.79,47.92
24094562,74664,30812,135.38,22.42
24094563,169212,58500,288.87,54.17
24094564,54756,27754,115.17,16.17
24094565,97316,43613,164.37,29.67
24094566,88496,35976,159.12,27.29
24094567,97636,39982,176.63,29.58
24094568,109300,39265,183.21,34.96
24094569,140032,40423,201.83,48.59
24094570,95620,42970,206.42,29.38
24094571,70472,33030,138.12,21.08
24094572,6164,3334,21.54,3.0
24094573,248592,87446,457.37,77.29
24094574,151276,50738,253.08,49.42
24094575,121000,52266,229.58,34.46
24094576,124532,53383,249.08,37.38
24094577,31672,17526,65.0,9.67
24094578,180920,78596,373.59,54.96
24094579,86664,35970,164.46,26.13
24094580,86424,39203,171.29,26.04
24094581,170616,56295,309.88,58.5
24094582,15968,8429,36.92,5.83
24094583,164984,57638,289.29,52.29
24094584,112216,55303,236.17,30.46
24094585,57044,25317,116.25,17.37
24094586,102008,41899,191.0,31.79
24094587,109040,40962,192.0,35.17
24094588,136868,45586,208.21,42.79
24094589,56872,27432,112.71,16.58
24094590,67028,32945,134.5,18.71
24094591,120496,42616,197.46,36.13
24094592,166148,57203,257.33,54.83
24094593,167772,58539,299.5,54.96
24094594,78124,34505,151.25,23.63
24094595,75368,30831,145.46,24.25
24094596,105092,44266,201.58,32.5
24094597,72800,30378,137.54,22.46
24094598,71316,38108,151.37,20.92
24094599,107348,40038,185.46,42.29
24094600,111480,51027,218.46,40.33
24094601,163908,59865,306.71,50.79
24094602,83936,33009,145.58,26.04
24094603,81516,35251,150.25,24.08
24094604,77848,34118,147.46,23.25
24094605,88980,42271,183.75,25.42
24094606,93072,41737,181.46,28.54
24094607,49696,19853,95.17,16.79
24094608,191704,62694,315.5,68.17
24094609,98000,42979,181.5,28.75
24094610,153604,52303,252.62,49.33
24094611,63756,29161,123.54,18.58
24094612,91732,34225,155.33,28.79
24094613,128312,53331,236.29,37.13
24094614,109724,45118,205.38,32.33
24094615,54028,25784,107.71,15.75
24094616,16424,8324,38.54,5.75
24094617,151392,47319,237.92,49.79
24094618,108112,48597,202.21,30.75
24094619,61704,29175,127.0,18.13
24094620,106900,51966,213.54,29.17
24094621,61540,25429,109.96,18.87
24094622,150052,49402,250.92,49.0
24094623,92588,43146,174.54,26.08
24094624,89008,37173,158.75,27.12
24094625,107288,43462,190.42,32.63
24094626,169812,56726,280.75,54.83
24094627,88648,38718,162.5,26.5
24094628,177956,68440,318.54,55.67
24094629,69060,23874,109.96,19.75
24094630,93260,40997,172.75,27.92
24094631,50464,22504,96.5,15.21
24094632,141816,50981,242.33,44.42
24094633,70244,35687,142.83,19.25
24094634,53588,24372,111.21,16.08
24094635,60636,28235,128.46,17.96
24094636,162852,53824,294.71,55.96
24094637,133748,54598,267.58,42.79
24094638,61572,30677,134.75,18.83
24094639,17440,8633,33.92,6.17
24094640,189364,70712,348.21,60.83
24094641,71348,36907,157.0,20.17
24094642,73372,31962,141.58,22.37
24094643,149116,66140,330.63,47.29
24094644,162628,62081,309.08,52.58
24094645,98408,46766,203.58,29.58
24094646,142504,65800,269.0,43.29
24094647,85852,39393,173.79,27.08
24094648,117904,55057,246.92,34.38
24094649,80324,35689,159.29,24.0
24094650,107064,53162,205.71,32.13
24094651,110624,49352,195.0,33.58
24094652,25260,8499,50.0,10.46
24094653,170024,55779,320.88,64.79
24094654,134732,69037,269.29,38.42
24094655,79656,41083,169.33,22.42
24094656,135176,54457,236.62,43.67
24094657,44600,23684,84.96,12.42
24094658,81040,36598,160.46,24.83
24094659,103392,48749,199.17,33.42
24094660,9536,4969,22.5,4.92
24094661,161776,51808,286.25,56.87
24094662,229248,103558,454.0,70.96
24094663,107216,45384,204.92,33.33
24094664,89008,41757,154.54,26.33
24094665,70824,39802,138.46,19.08
24094666,108412,49226,210.08,31.13
24094667,47052,21200,96.17,15.67
24094668,184700,79612,359.21,57.54
24094669,274636,130373,566.34,76.25
24094670,102396,49745,179.29,28.42
24094671,174900,60953,281.25,56.75
24094672,67756,32694,139.54,19.67
24094673,148208,55476,275.25,44.75
24094674,63880,34427,122.12,18.37
24094675,61608,30472,127.96,17.58
24094676,95428,37126,173.38,30.79
24094677,64304,28654,125.21,19.17
24094678,59928,34543,117.71,16.71
24094679,200196,62891,325.25,64.37
24094680,79208,39438,160.83,22.46
24094681,136444,58380,237.37,39.46
24094682,44580,22371,95.79,12.83
24094683,123792,56542,254.88,36.33
24094684,65724,32912,137.75,18.79
24094685,69756,34468,144.79,19.33
24094686,124064,51718,206.17,38.04
24094687,63712,33026,136.29,17.92
24094688,184452,60613,306.58,61.42
24094689,118280,53633,202.92,42.21
24094690,170076,70917,324.96,47.88
24094691,68732,31640,132.75,20.21
24094692,81468,41220,165.71,21.96
24094693,122992,49752,230.96,38.08
24094694,158640,64594,306.38,46.79
24094695,99628,44196,195.96,30.29
24094696,76076,33537,148.29,23.38
24094697,164232,50814,257.96,56.46
24094698,132804,57702,271.62,40.67
24094699,79800,36497,159.08,24.29
24094700,150596,46250,249.08,53.08
24094701,161052,63978,305.33,49.33
24094702,70388,34243,147.12,20.29
24094703,87684,38853,167.5,25.54
24094704,88100,43356,182.88,25.25
24094705,102788,46881,208.33,31.58
24094706,172304,63430,299.79,55.54
24094707,62892,29869,130.92,19.17
24094708,113908,52566,235.88,34.0
24094709,150728,47773,321.13,56.87
24094710,78500,36793,171.62,25.62
24094711,85552,36912,178.0,29.25
24094712,161260,68759,342.34,49.54
24094713,84428,43377,165.13,24.54
24094714,191772,76216,357.96,62.5
24094715,45956,22081,105.75,14.42
24094716,113684,54029,258.04,34.79
24094717,167928,49477,281.96,59.92
24094718,98320,52196,240.46,30.17
24094719,64680,33223,148.79,20.13
24094720,108812,42245,207.83,36.12
