block_number,raw_size_bytes,compressed_size_bytes,compression_time_us,decompression_time_us
24049809,74372,33432,136.58,20.67
24049810,74988,38623,154.83,20.0
24049811,91384,40783,169.21,26.12
24049812,78812,34844,145.96,23.04
24049813,38808,16631,74.79,11.17
24049814,73444,34326,143.58,20.58
24049815,140440,57339,274.42,42.46
24049816,87376,35678,160.13,27.58
24049817,143764,47806,321.08,132.0
24049818,92592,43550,192.83,31.42
24049819,121172,55626,252.0,34.96
24049820,115880,49680,231.42,35.13
24049821,153268,56469,299.12,57.29
24049822,95248,44912,193.29,28.04
24049823,83832,43771,180.96,22.63
24049824,145492,56984,282.21,56.29
24049825,11588,6204,30.33,4.62
24049826,93972,37884,173.79,29.12
24049827,153832,62258,300.0,46.54
24049828,121512,52985,244.25,35.71
24049829,115144,50140,227.0,36.92
24049830,64932,30596,135.71,19.42
24049831,129644,45852,219.25,40.88
24049832,133708,55338,239.37,41.46
24049833,85508,34655,155.71,95.87
24049834,56676,25915,116.21,17.88
24049835,176624,69506,346.46,65.0
24049836,110384,41103,191.46,34.54
24049837,141932,49818,248.66,57.04
24049838,110516,42920,208.67,63.21
24049839,93796,45425,191.88,30.17
24049840,124704,48596,224.37,37.42
24049841,107048,43777,199.58,33.08
24049842,70004,33070,137.37,20.33
24049843,80536,31781,142.83,24.08
24049844,62684,31827,135.12,18.5
24049845,91148,40742,179.25,28.25
24049846,91360,43799,178.79,25.54
24049847,111452,47762,211.0,33.54
24049848,68312,33433,142.21,19.5
24049849,36812,16531,74.25,11.17
24049850,113372,58814,223.0,32.46
24049851,32984,10135,58.17,12.63
24049852,115088,52320,232.21,33.04
24049853,74380,34265,145.92,21.71
24049854,94700,41434,180.5,28.5
24049855,57848,21374,103.63,18.79
24049856,120624,61698,223.92,31.92
24049857,90608,30343,148.79,28.67
24049858,57696,26695,118.63,17.75
24049859,20696,11085,49.29,7.08
24049860,91992,40372,177.37,28.08
24049861,177488,71659,356.58,53.17
24049862,44660,20252,87.0,13.0
24049863,68492,29977,126.17,20.5
24049864,21156,10991,47.17,6.5
24049865,106036,47021,195.25,30.17
24049866,76144,35045,141.83,21.29
24049867,173152,58751,271.25,53.58
24049868,57624,26340,111.08,108.29
24049869,166344,63341,305.54,56.21
24049870,56648,27648,99.63,16.46
24049871,66320,33693,136.04,18.25
24049872,38340,17030,73.46,10.79
24049873,114776,45923,178.92,33.46
24049874,104476,38490,155.79,32.58
24049875,59408,27550,115.5,17.29
24049876,146748,48245,244.08,49.13
24049877,67328,32783,135.71,19.13
24049878,82912,35134,149.21,24.34
24049879,68180,31114,130.79,18.96
24049880,98224,40273,174.62,29.38
24049881,55708,26742,111.33,16.54
24049882,73712,32258,134.54,21.41
24049883,129532,41132,179.92,47.37
24049884,66276,32694,133.08,18.25
24049885,67852,18371,96.75,22.46
24049886,95800,41033,172.63,27.5
24049887,94552,47455,192.75,26.21
24049888,74720,30765,131.5,21.58
24049889,104008,44026,188.25,30.54
24049890,49580,22897,97.58,15.04
24049891,89988,34884,155.88,27.75
24049892,101720,43044,179.42,28.96
24049893,90304,38902,164.33,26.75
24049894,91608,43781,176.12,25.62
24049895,130444,50037,233.67,39.54
24049896,56012,25518,112.62,17.0
24049897,62456,28162,124.17,18.54
24049898,85416,41587,170.83,23.38
24049899,41084,17720,80.92,12.21
24049900,95148,43002,184.87,28.54
24049901,224924,85638,430.67,68.63
24049902,63200,28475,125.21,18.33
24049903,58644,27411,116.08,17.29
24049904,111228,52397,222.38,31.71
24049905,106896,42826,189.12,32.21
24049906,77232,33369,141.13,22.75
24049907,64676,24229,108.62,19.46
24049908,52264,24359,105.71,15.42
24049909,111640,53985,194.62,31.88
24049910,88780,33248,152.25,27.79
24049911,87208,34360,153.0,27.08
24049912,48740,22752,98.33,14.46
24049913,36624,17463,75.92,10.71
24049914,154960,66924,309.88,44.58
24049915,91032,38010,165.46,27.5
24049916,20932,9905,46.21,7.17
24049917,74496,36624,157.96,21.08
24049918,44256,21477,89.92,11.83
24049919,147952,52053,231.5,48.79
24049920,65488,31966,145.38,19.0
24049921,139656,51394,229.54,51.21
24049922,60956,24986,112.96,19.67
24049923,8460,4674,29.04,3.38
24049924,134132,51283,294.67,50.12
24049925,186976,67717,382.96,55.54
24049926,68956,32493,141.37,19.83
24049927,41260,18658,83.29,12.08
24049928,80948,41946,147.12,21.25
24049929,137240,56956,260.54,39.83
24049930,63728,32589,131.29,17.29
24049931,74480,36740,146.46,20.25
24049932,51152,24350,103.04,14.79
24049933,32924,16656,70.08,9.21
24049934,183700,74675,339.79,59.17
24049935,74792,37731,146.29,20.33
24049936,123124,52551,229.08,34.83
24049937,50404,22931,98.38,15.33
24049938,145396,73417,273.46,38.04
24049939,94000,41057,174.25,27.08
24049940,77496,36874,148.83,21.0
24049941,87988,40915,172.46,25.0
24049942,117988,45112,202.04,35.0
24049943,53632,27248,111.08,15.29
24049944,80708,36916,150.87,22.92
24049945,91508,38017,166.04,27.46
24049946,33832,17170,71.71,9.58
24049947,55984,25847,109.54,16.67
24049948,75100,39603,153.42,19.92
24049949,99052,45422,188.42,28.33
24049950,95132,40896,174.08,27.71
24049951,67452,34774,138.58,18.08
24049952,87544,40347,163.08,23.46
24049953,45668,21391,89.21,12.25
24049954,110972,45111,196.5,32.91
24049955,87228,35000,153.5,25.92
24049956,66720,30434,124.08,19.46
24049957,43508,19127,82.54,11.92
24049958,15764,9084,37.58,5.08
24049959,86916,38771,181.67,24.25
24049960,133936,61627,274.79,37.08
24049961,118528,46968,210.79,35.04
24049962,44376,21532,88.75,12.0
24049963,40900,18118,78.37,11.5
24049964,63096,29208,121.25,17.37
24049965,106548,44948,190.17,30.08
24049966,81600,34339,146.58,23.88
24049967,13412,7305,31.87,4.67
24049968,42088,18580,80.42,11.87
24049969,137488,65130,282.04,38.42
24049970,126832,50363,234.25,37.92
24049971,44228,25784,87.67,11.62
24049972,129884,51072,234.67,37.21
24049973,107964,44966,201.83,32.17
24049974,90236,36959,147.58,28.25
24049975,147208,67024,312.21,46.33
24049976,98608,39895,182.33,30.71
24049977,71464,30479,132.58,21.46
24049978,84580,37394,161.17,25.0
24049979,76632,34055,146.71,22.75
24049980,84440,34026,151.12,24.67
24049981,72356,26176,122.08,22.83
24049982,103088,49983,212.92,30.46
24049983,71780,33011,140.46,20.83
24049984,76568,34374,150.87,22.5
24049985,134112,49192,228.08,45.67
24049986,58916,25318,117.46,18.29
24049987,111260,52829,234.79,33.25
24049988,76260,31864,142.42,22.92
24049989,135472,54118,243.5,42.79
24049990,95376,39425,177.12,29.21
24049991,137136,53992,231.0,41.83
24049992,139080,61088,286.92,41.25
24049993,46380,20763,93.42,14.67
24049994,93856,43297,186.37,27.58
24049995,65904,35019,149.54,18.29
24049996,43932,22932,95.46,11.58
24049997,52668,23976,105.63,16.17
24049998,166236,63892,313.21,55.0
24049999,66132,29535,129.46,20.46
24050000,142684,61251,279.96,42.25
24050001,111896,54034,234.17,31.17
24050002,81900,39751,167.38,23.58
24050003,15288,9647,37.54,4.5
24050004,169320,61794,300.96,52.04
24050005,124744,58243,251.96,34.5
24050006,78216,38713,160.75,22.25
24050007,122944,50701,235.13,38.46
24050008,90956,49416,233.75,43.29
24050009,82716,35596,157.46,24.71
24050010,68328,32359,136.12,20.5
24050011,123280,58846,214.21,34.0
24050012,139128,47933,244.42,42.87
24050013,114764,47778,229.21,35.46
24050014,97596,36575,171.83,31.17
24050015,106160,44386,208.0,33.75
24050016,69920,35947,154.54,20.25
24050017,117436,52925,204.75,36.08
24050018,72376,34489,145.71,21.42
24050019,45820,20713,92.92,13.46
24050020,117224,43981,202.92,34.71
24050021,89896,34923,156.17,28.5
24050022,106544,46713,196.58,30.5
24050023,100320,44587,162.83,29.63
24050024,94060,40589,168.83,27.38
24050025,98472,42089,155.54,28.54
24050026,39528,22228,87.62,10.46
24050027,97520,38420,165.83,28.41
24050028,101692,46302,196.33,29.63
24050029,88388,38969,161.12,25.0
24050030,157952,63752,306.13,48.21
24050031,72536,40518,136.92,19.21
24050032,67676,34241,137.08,18.5
24050033,74424,34332,137.46,20.12
24050034,211348,73327,366.17,66.96
24050035,86684,45123,179.83,22.63
24050036,13576,7612,33.04,4.67
24050037,37192,17141,72.88,10.25
24050038,134192,57321,258.25,39.79
24050039,67940,29870,137.96,19.62
24050040,216064,94960,382.5,61.63
24050041,77872,35677,145.5,21.67
24050042,261920,129699,493.0,75.21
24050043,110368,43281,191.83,33.54
24050044,63256,32752,130.88,17.04
24050045,128996,61159,251.75,34.25
24050046,72560,34606,138.75,19.75
24050047,92820,29724,126.21,30.96
24050048,94812,38577,167.04,28.63
24050049,159040,69908,282.17,45.58
24050050,62840,31596,129.79,17.71
24050051,44940,19396,82.79,11.96
24050052,284796,104002,529.16,89.62
24050053,122460,53550,229.54,34.88
24050054,113504,52907,219.04,30.79
24050055,90212,39723,194.25,24.0
24050056,128572,52181,236.79,38.71
24050057,82864,38663,155.62,23.5
24050058,187748,74731,349.08,55.79
24050059,48076,15813,70.71,17.08
24050060,149048,63056,285.5,43.46
24050061,82180,34101,141.79,22.67
24050062,63280,22878,104.83,20.12
24050063,117184,48883,210.54,33.67
24050064,134736,47422,209.5,43.54
24050065,145388,63933,251.38,42.75
24050066,60180,27367,114.46,17.04
24050067,116428,47176,203.58,34.04
24050068,65980,26816,114.25,19.58
24050069,126496,46752,190.08,40.0
24050070,54984,27375,111.46,16.17
24050071,60292,24984,108.54,18.83
24050072,31192,14676,63.92,9.42
24050073,202532,78519,347.25,65.75
24050074,116928,46909,182.58,34.62
24050075,67840,33182,135.25,19.17
24050076,44036,23233,81.38,12.0
24050077,33544,15668,68.79,9.58
24050078,146180,56153,270.92,45.87
24050079,60272,30291,126.0,17.29
24050080,102936,40110,183.63,32.29
24050081,119124,51587,228.38,34.54
24050082,58676,28908,123.08,17.37
24050083,94088,41343,179.04,28.42
24050084,120128,52390,223.33,33.83
24050085,125924,49637,214.79,35.33
24050086,104856,35986,151.17,34.21
24050087,132884,55292,258.87,40.29
24050088,121616,55038,232.92,34.54
24050089,76152,37235,128.04,20.92
24050090,100212,47930,170.79,28.33
24050091,116024,51115,189.75,33.33
24050092,69132,35031,138.5,19.33
24050093,166012,72552,331.87,47.04
24050094,59244,23780,107.08,17.33
24050095,70764,30447,127.46,20.12
24050096,83608,35246,146.33,22.79
24050097,222128,88139,379.33,71.37
24050098,102224,40764,172.96,28.63
24050099,129136,50763,229.08,37.13
24050100,57316,20867,84.17,19.46
24050101,185748,75006,353.04,55.29
24050102,117204,47133,207.0,34.33
24050103,178036,78892,313.08,51.92
24050104,72568,27793,151.5,29.17
24050105,45524,20807,95.08,13.46
24050106,188080,72988,386.63,78.04
24050107,118848,47813,227.0,37.54
24050108,112464,52285,235.21,33.67
24050109,101148,40516,187.37,30.96
24050110,69408,31856,140.25,21.29
24050111,94104,47694,204.0,25.63
24050112,78648,36448,155.37,22.58
24050113,95500,48476,169.67,25.67
24050114,131872,38094,198.87,47.17
24050115,117616,51453,235.0,123.83
24050116,188508,76786,371.71,59.04
24050117,91432,46489,201.58,25.25
24050118,26016,14620,53.29,8.37
24050119,122412,57545,256.71,35.25
24050120,155080,68925,329.42,46.29
24050121,50120,22596,103.79,15.67
24050122,192740,64792,316.21,64.75
24050123,81288,37171,163.75,24.5
24050124,128884,58172,263.08,36.83
24050125,154676,64656,321.46,49.17
24050126,27476,13727,64.08,9.21
24050127,134852,63731,296.71,39.75
24050128,121944,50928,231.04,36.33
24050129,128804,73036,237.17,32.96
24050130,102180,44054,194.75,30.67
24050131,70720,26709,109.75,23.58
24050132,149244,47311,250.17,51.08
24050133,121848,57190,213.33,34.67
24050134,115000,48198,219.25,35.25
24050135,90192,43862,182.54,25.33
24050136,133844,69471,252.62,52.75
24050137,57240,28393,119.96,16.58
24050138,142564,53898,262.79,45.42
24050139,220752,118408,414.96,61.08
24050140,163100,64416,300.46,47.21
24050141,71840,32451,133.71,20.29
24050142,125752,55386,211.54,35.79
24050143,97932,36276,161.79,28.75
24050144,144612,58043,265.67,42.58
24050145,75660,35209,141.67,20.63
24050146,95552,40465,174.62,28.83
24050147,102628,47571,194.62,28.08
24050148,171776,62717,299.0,54.21
24050149,182684,66063,310.12,55.0
24050150,43148,21970,89.16,11.92
24050151,92836,42882,155.0,27.0
24050152,87264,39113,158.92,23.75
24050153,81596,41054,162.04,21.58
24050154,183140,67688,293.12,56.92
24050155,52580,26282,107.58,15.46
24050156,19888,10700,45.5,5.92
24050157,99384,47403,190.58,26.96
24050158,87900,42892,169.58,22.87
24050159,41196,17867,77.21,11.46
24050160,184960,59879,297.67,58.38
24050161,112052,52708,216.63,30.63
24050162,108716,51267,217.88,28.67
24050163,175988,70173,291.46,51.29
24050164,79464,32695,136.38,21.83
24050165,113608,50168,209.25,30.83
24050166,113020,43212,188.71,31.96
24050167,64008,30358,126.88,18.17
24050168,75948,35355,143.29,21.33
24050169,183920,56904,290.67,59.92
24050170,147688,57890,262.96,43.13
24050171,86376,43716,169.83,22.5
24050172,67464,34015,136.67,17.75
24050173,155088,76667,311.67,39.37
24050174,65792,30774,128.0,18.58
24050175,208592,74284,351.63,64.29
24050176,70008,32090,130.83,19.5
24050177,109680,54314,184.21,27.87
24050178,90064,36770,157.54,26.67
24050179,57576,28299,116.75,16.33
24050180,108292,41269,184.04,34.29
24050181,147224,58955,271.33,43.58
24050182,122032,40576,190.67,36.29
24050183,30172,14998,63.75,9.29
24050184,174160,55341,273.71,55.5
24050185,99568,44164,185.79,29.63
24050186,134332,51648,216.0,41.92
24050187,87408,29871,138.46,29.25
24050188,187960,67779,318.5,56.92
24050189,131064,54885,240.46,37.67
24050190,158028,62043,327.62,63.63
24050191,71100,35942,155.58,33.75
24050192,85140,45418,161.83,22.58
24050193,109252,46625,198.96,31.08
24050194,67460,31144,128.08,19.33
24050195,110828,51333,219.67,40.04
24050196,106944,38695,173.83,31.04
24050197,183828,69276,330.21,84.88
24050198,96700,48585,199.12,31.83
24050199,9940,3622,22.37,14.54
24050200,73584,31360,138.62,21.58
24050201,194208,75787,364.42,65.33
24050202,78796,40612,165.25,21.25
24050203,105712,43981,196.12,31.25
24050204,70400,33547,140.33,20.16
24050205,92144,37249,166.67,26.87
24050206,141020,52138,230.21,48.33
24050207,134080,49167,229.08,39.29
24050208,68268,34444,139.67,18.75
24050209,178804,65314,285.75,54.96
24050210,77124,36061,146.83,21.54
24050211,98096,45484,185.5,27.71
24050212,151956,48403,230.29,50.16
24050213,92836,45152,180.08,30.29
24050214,202416,80373,388.96,72.08
24050215,84708,42302,143.21,22.17
24050216,104480,35047,159.38,29.87
24050217,27352,14383,65.0,10.79
24050218,190028,61700,296.29,61.0
24050219,79872,35206,147.92,22.63
24050220,85512,37773,154.83,23.58
24050221,158428,53188,242.71,56.58
24050222,85292,30247,131.25,23.92
24050223,6096,3605,20.29,2.83
24050224,117672,39968,206.67,51.41
24050225,123472,44746,12365.37,44.63
24050226,156688,61069,409.37,47.17
24050227,78432,36260,168.13,22.83
24050228,130904,43854,219.21,39.58
24050229,78348,31617,148.37,24.88
24050230,76764,39475,162.08,21.71
24050231,178788,53783,368.38,59.29
24050232,161588,64189,308.67,48.5
24050233,116084,39428,202.54,34.38
24050234,79760,33625,153.46,24.21
24050235,184192,61102,317.29,59.33
24050236,83024,27108,129.79,24.5
24050237,125516,51806,239.25,36.67
24050238,95052,32830,162.54,27.88
24050239,155948,55612,278.58,48.5
24050240,118204,38754,188.58,35.33
24050241,74472,34815,154.0,21.54
24050242,214244,82358,492.87,64.92
24050243,57372,27248,125.33,17.33
24050244,106356,46353,203.92,31.83
24050245,166628,62185,311.96,50.87
24050246,149688,66521,274.42,44.79
24050247,148332,51886,238.33,46.25
24050248,99708,31877,142.46,32.67
24050249,165044,70214,296.5,50.42
24050250,94000,39304,159.17,28.46
24050251,117892,40384,195.71,36.67
24050252,59940,28897,125.83,18.16
24050253,45144,19249,93.29,15.29
24050254,126292,34489,180.88,42.08
24050255,217180,74332,354.38,71.54
24050256,105212,51939,183.87,30.58
24050257,76200,37337,159.79,22.09
24050258,144344,46103,248.42,47.75
24050259,93976,38236,177.54,30.08
24050260,173244,74570,346.29,57.33
24050261,29488,14229,66.83,9.79
24050262,165100,63597,287.63,51.75
24050263,180296,71808,343.17,55.21
24050264,181804,65454,296.71,57.87
24050265,100640,39194,180.59,32.25
24050266,149620,71941,281.29,41.71
24050267,85544,37554,156.92,25.0
24050268,59508,29765,122.04,16.58
24050269,239592,90011,387.5,75.79
24050270,134872,56825,258.62,40.04
24050271,61336,27866,117.46,17.67
24050272,197820,72993,315.54,60.29
24050273,74024,32628,134.29,21.13
24050274,266252,99760,488.08,81.96
24050275,102140,46613,193.33,28.67
24050276,81368,37805,153.41,22.04
24050277,212128,71421,323.67,64.87
24050278,14668,8227,34.83,5.13
24050279,216784,96592,381.29,61.04
24050280,119452,50745,220.42,34.0
24050281,112340,45846,200.79,33.29
24050282,68072,29664,108.67,20.21
24050283,212628,73844,350.92,64.5
24050284,68664,34646,139.42,18.71
24050285,89668,46084,163.67,23.54
24050286,148172,55560,266.46,45.71
24050287,57020,29285,120.75,16.46
24050288,19640,10619,38.37,6.17
24050289,188700,66018,301.42,59.96
24050290,183164,67947,299.92,56.04
24050291,65504,31131,130.0,18.96
24050292,106608,43779,191.46,31.33
24050293,183904,65192,310.29,57.42
24050294,11624,6583,29.0,4.54
24050295,133540,57205,251.5,37.0
24050296,148056,54849,251.46,44.29
24050297,85268,46551,181.38,21.71
24050298,63784,28632,119.21,19.04
24050299,172780,69717,318.29,54.0
24050300,94760,36648,160.92,28.21
24050301,81180,37396,151.42,22.63
24050302,96312,48824,194.96,24.75
24050303,118200,50169,211.58,32.46
24050304,156748,56955,268.58,46.83
24050305,79516,34154,140.79,22.42
24050306,21160,11515,48.54,6.41
24050307,180368,68981,320.96,54.21
24050308,100624,39335,170.67,29.21
24050309,76156,40280,154.08,19.79
24050310,135980,49415,239.42,41.13
24050311,24852,12103,53.08,7.58
24050312,135244,65474,244.58,37.5
24050313,90448,32438,146.21,27.33
24050314,90144,42706,170.42,24.12
24050315,155852,54477,239.37,49.67
24050316,135680,50456,233.79,40.29
24050317,126448,49573,193.87,35.96
