block_number,cache_size_bytes
24083059,2187496
24083060,3359906
24083061,2398260
24083062,3368921
24083063,2665988
24083064,3268906
24083065,2444378
24083066,2690263
24083067,3098746
24083068,2034834
24083069,2467912
24083070,3919744
24083071,2309887
24083072,2700559
24083073,3759079
24083074,2413008
24083075,2138441
24083076,4091111
24083077,3596440
24083078,1134759
24083079,4864799
24083080,3142097
24083081,2422778
24083082,2481973
24083083,2088865
24083084,2571887
24083085,2550515
24083086,2679967
24083087,3565552
24083088,2082378
24083089,932128
24083090,5708409
24083091,3730600
24083092,3254782
24083093,3289593
24083094,3806259
24083095,3436953
24083096,3390081
24083097,2892991
24083098,3734398
24083099,3807387
24083100,3840061
24083101,687400
24083102,3492568
24083103,3943294
24083104,3241364
24083105,5124181
24083106,1948086
24083107,6625059
24083108,4486229
24083109,2784112
24083110,6054180
24083111,3579833
24083112,3672949
24083113,4873937
24083114,3283714
24083115,1481253
24083116,4626120
24083117,1856423
24083118,2527690
24083119,7510157
24083120,8070667
24083121,7193467
24083122,3417210
24083123,575006
24083124,6369066
24083125,2162043
24083126,3215782
24083127,5149693
24083128,3932054
24083129,2154663
24083130,8919859
24083131,8219450
24083132,4606661
24083133,3538417
24083134,2171455
24083135,6355696
24083136,5269426
24083137,4586082
24083138,6105784
24083139,2959317
24083140,6281606
24083141,4368435
24083142,3064795
24083143,3869164
24083144,6192946
24083145,4887588
24083146,5835577
24083147,3287845
24083148,5334328
24083149,3873563
24083150,5112952
24083151,2979900
24083152,2672821
24083153,1696745
24083154,4407474
24083155,1340103
24083156,3938724
24083157,3566775
24083158,2624841
24083159,4980610
24083160,2319969
24083161,856844
24083162,3918482
24083163,2312408
24083164,870626
24083165,3529945
24083166,3242616
24083167,1588739
24083168,6280032
24083169,3400126
24083170,2397559
24083171,2965748
24083172,2557137
24083173,2101181
24083174,3556786
24083175,2749602
24083176,2692376
24083177,3152051
24083178,3494018
24083179,3706559
24083180,3901375
24083181,2910616
24083182,1795906
24083183,6409560
24083184,3063263
24083185,416141
24083186,3129603
24083187,3588268
24083188,2328514
24083189,3083743
24083190,1827192
24083191,2606161
24083192,2142952
24083193,5488355
24083194,6900465
24083195,4520261
24083196,3863297
24083197,3730213
24083198,3234917
24083199,2503107
24083200,3799799
24083201,3095781
24083202,4978428
24083203,3140141
24083204,1914234
24083205,2620880
24083206,4796048
24083207,2882676
24083208,2421172
24083209,4313777
24083210,3017255
24083211,2151412
24083212,2929204
24083213,2968533
24083214,2771013
24083215,3888473
24083216,2463582
24083217,2731549
24083218,330565
24083219,3759278
24083220,3115435
24083221,3106647
24083222,3370950
24083223,3570461
24083224,2148543
24083225,3782454
24083226,2709634
24083227,2475397
24083228,2440860
24083229,2105402
24083230,3233739
24083231,3127346
24083232,2585300
24083233,302248
24083234,3147499
24083235,4076794
24083236,3414510
24083237,3065249
24083238,3515539
24083239,2569154
24083240,3417785
24083241,995202
24083242,4222199
24083243,3116601
24083244,3071189
24083245,2311238
24083246,3463191
24083247,3461859
24083248,3781552
24083249,3647978
24083250,2430541
24083251,3553358
24083252,3315275
24083253,2949567
24083254,3491239
24083255,3428973
24083256,957379
24083257,4279234
24083258,3886490
24083259,2781111
24083260,3415529
24083261,2651493
24083262,3300684
24083263,4065340
24083264,1901008
24083265,1764966
24083266,3175014
24083267,1537468
24083268,5163974
24083269,4271939
24083270,2268245
24083271,3186761
24083272,3817441
24083273,1809106
24083274,3839309
24083275,2701782
24083276,3075856
24083277,808879
24083278,4762059
24083279,3854838
24083280,2955661
24083281,3186530
24083282,2721912
24083283,2596176
24083284,3644471
24083285,2889484
24083286,2564701
24083287,1564176
24083288,5221581
24083289,2692864
24083290,2916199
24083291,2691117
24083292,2492546
24083293,1993719
24083294,2479577
24083295,2378207
24083296,3085700
24083297,2443611
24083298,2572850
24083299,1918330
24083300,3391229
24083301,1814382
24083302,3470857
24083303,4038355
24083304,3373425
24083305,3513911
24083306,3358680
24083307,2186789
24083308,2684744
24083309,2452998
24083310,2514055
24083311,3353558
24083312,2216684
24083313,3464899
24083314,2448198
24083315,1966343
24083316,2363112
24083317,3977577
24083318,3046989
24083319,1973461
24083320,2322146
24083321,4878266
24083322,2109593
24083323,3297666
24083324,1994482
24083325,2044976
24083326,5202190
24083327,3329522
24083328,2893150
24083329,2461222
24083330,4447689
24083331,2322927
24083332,2662224
24083333,2326351
24083334,1889717
24083335,4687587
24083336,940437
24083337,3198797
24083338,2791340
24083339,4004556
24083340,2375303
24083341,2759414
24083342,2492460
24083343,5226767
24083344,2805686
24083345,3274473
24083346,2756543
24083347,262159
24083348,3809290
24083349,3447587
24083350,4306550
24083351,822141
24083352,4478076
24083353,2136196
24083354,3099948
24083355,3203557
24083356,2119282
24083357,3318066
24083358,3002221
24083359,2794911
24083360,2156337
24083361,3513312
24083362,3063431
24083363,2940486
24083364,3103201
24083365,449554
24083366,3584722
24083367,937695
24083368,4156953
24083369,2890530
24083370,3836912
24083371,3700656
24083372,2675713
24083373,2768263
24083374,2942175
24083375,3535589
24083376,3434607
24083377,2468297
24083378,339855
24083379,4614981
24083380,2809745
24083381,3287108
24083382,1836139
24083383,4582012
24083384,421010
24083385,3315495
24083386,2505492
24083387,4287924
24083388,3083633
24083389,786199
24083390,4140987
24083391,2408038
24083392,1751052
24083393,3005643
24083394,4155368
24083395,3147196
24083396,3217784
24083397,5117212
24083398,3356533
24083399,4503950
24083400,5673630
24083401,4507366
24083402,4259821
24083403,3941046
24083404,4217007
24083405,3183609
24083406,4374969
24083407,4192908
24083408,3657084
24083409,3299797
24083410,3157643
24083411,5004581
24083412,1583110
24083413,5137971
24083414,3263691
24083415,2797919
24083416,2812422
24083417,3357568
24083418,5731418
24083419,895319
24083420,4317712
24083421,2676773
24083422,2635201
24083423,4193818
24083424,2460401
24083425,3395465
24083426,2740256
24083427,2094220
24083428,3509457
24083429,2525773
24083430,3288063
24083431,2813380
24083432,601994
24083433,5653219
24083434,2976372
24083435,3393846
24083436,2708621
24083437,3816070
24083438,2653527
24083439,2404976
24083440,2941196
24083441,2390786
24083442,3240855
24083443,2890204
24083444,2051617
24083445,1792173
24083446,3938920
24083447,568985
24083448,4714000
24083449,3008934
24083450,588228
24083451,5215595
24083452,3199237
24083453,3218224
24083454,3702809
24083455,3217615
24083456,2924412
24083457,2523721
24083458,646473
24083459,4705456
24083460,2462812
24083461,3485786
24083462,393539
24083463,4476008
24083464,3406623
24083465,3462192
24083466,3135052
24083467,2050417
24083468,2926146
24083469,2969096
24083470,2152530
24083471,3729789
24083472,3970634
24083473,2336338
24083474,4700158
24083475,2885576
24083476,3060418
24083477,2559450
24083478,2732561
24083479,334431
24083480,5605309
24083481,2871835
24083482,2562446
24083483,2754269
24083484,2135889
24083485,3239295
24083486,2308069
24083487,2460736
24083488,2705449
24083489,2088216
24083490,3577402
24083491,2317740
24083492,1631016
24083493,3934801
24083494,2309874
24083495,2767093
24083496,616909
24083497,4111141
24083498,3826273
24083499,2289234
24083500,2787871
24083501,3365640
24083502,2606590
24083503,3509304
24083504,3017428
24083505,5169053
24083506,3352453
24083507,2859058
24083508,3284167
24083509,3303348
24083510,1968273
24083511,2683280
24083512,677202
24083513,4220564
24083514,3186775
24083515,3395992
24083516,2704853
24083517,2264214
24083518,3122083
24083519,2293091
24083520,3028822
24083521,2429733
24083522,3079684
24083523,991537
24083524,4967399
24083525,4335567
24083526,776396
24083527,4555279
24083528,2816980
24083529,3122053
24083530,2567887
24083531,3624667
24083532,2692556
24083533,4291705
24083534,2501902
24083535,3275812
24083536,3135981
24083537,2936778
24083538,2959983
24083539,3327763
24083540,4300621
24083541,1376316
24083542,4069613
24083543,4248432
24083544,3230090
24083545,2850298
24083546,3721149
24083547,1712671
24083548,3959895
24083549,1681477
24083550,1266080
24083551,4777638
24083552,4161524
24083553,4685996
24083554,594875
24083555,3838233
24083556,3151293
24083557,3083432
24083558,4236607
24083559,2963737
24083560,3559263
24083561,2557483
24083562,2086965
24083563,3025578
24083564,3728853
24083565,2804261
24083566,3078912
24083567,2769660
24083568,3463884
24083569,3487462
24083570,3172005
24083571,2926988
24083572,2569191
24083573,1607793
24083574,3399972
24083575,2501352
24083576,3178250
24083577,3199736
24083578,1757387
24083579,4123300
24083580,3274285
24083581,2651244
24083582,3158769
24083583,2845417
24083584,420937
24083585,3020935
24083586,4640113
24083587,2616536
24083588,4295965
24083589,3055935
24083590,1916067
24083591,3423495
24083592,1743167
24083593,2800188
24083594,2218408
24083595,3754277
24083596,2298677
24083597,3239834
24083598,2654990
24083599,2438302
24083600,2853137
24083601,2585455
24083602,3784216
24083603,644610
24083604,4808783
24083605,3883797
24083606,3205731
24083607,2614744
24083608,2915296
24083609,3150531
24083610,2486474
24083611,3291063
24083612,2630350
24083613,1044217
24083614,2373098
24083615,2997283
24083616,2534211
24083617,2967985
24083618,3676316
24083619,2734959
24083620,2595052
24083621,1935448
24083622,5121350
24083623,2967662
24083624,3222591
24083625,2440485
24083626,2622454
24083627,2268454
24083628,1297473
24083629,5177188
24083630,2876308
24083631,2410228
24083632,4012454
24083633,3054492
24083634,2411943
24083635,2512441
24083636,3236461
24083637,2679998
24083638,2508721
24083639,3173467
24083640,2332161
24083641,2644079
24083642,2080535
24083643,4290373
24083644,2559416
24083645,2222732
24083646,2314228
24083647,3067120
24083648,3943433
24083649,2684158
24083650,2120374
24083651,1831579
24083652,3261477
24083653,3704485
24083654,2228122
24083655,2756681
24083656,2289743
24083657,3185854
24083658,2115700
24083659,461542
24083660,4125476
24083661,4007673
24083662,3115617
24083663,3013229
24083664,2657982
24083665,1981148
24083666,2540705
24083667,3198052
24083668,3425033
24083669,3759760
24083670,2213424
24083671,2961823
24083672,2260301
24083673,1873929
24083674,2599840
24083675,3266985
24083676,674527
24083677,3861927
24083678,2671532
24083679,1835416
24083680,2584715
24083681,2610169
24083682,3090832
24083683,4741882
24083684,3020876
24083685,2979250
24083686,2573826
24083687,2255122
24083688,3053550
24083689,2691833
24083690,2902932
24083691,2625838
24083692,3090873
24083693,2813119
24083694,3021814
24083695,3204510
24083696,1797975
24083697,2522069
24083698,2688227
24083699,2011796
24083700,2437912
24083701,1161214
24083702,1640321
24083703,2629433
24083704,2723076
24083705,6193968
24083706,3077031
24083707,6472769
24083708,2269305
24083709,3709160
24083710,7633200
24083711,4388280
24083712,5881550
24083713,4029162
24083714,522122
24083715,5327750
24083716,2920223
24083717,2603511
24083718,3882098
24083719,2703873
24083720,241931
24083721,5055558
24083722,533224
24083723,4160294
24083724,2919772
24083725,3499535
24083726,2547320
24083727,2154453
24083728,2927434
24083729,1608136
24083730,3922201
24083731,3349501
24083732,2135005
24083733,3723192
24083734,2883200
24083735,3781345
24083736,620767
24083737,1872024
24083738,3242825
24083739,4099985
24083740,2770646
24083741,1552260
24083742,3477242
24083743,2413458
24083744,4153991
24083745,2647091
24083746,2345536
24083747,3248429
24083748,3281726
24083749,905180
24083750,3638848
24083751,530328
24083752,6721669
24083753,3803224
24083754,3107239
24083755,2254849
24083756,4234616
24083757,2167039
24083758,2338576
24083759,2722164
24083760,2658284
24083761,2183260
24083762,2299345
24083763,353975
24083764,4902162
24083765,3243348
24083766,1934327
24083767,1847872
24083768,1794180
24083769,3546004
24083770,3654896
24083771,2831518
24083772,3797157
24083773,2626010
24083774,2921156
24083775,2916493
24083776,3038657
24083777,1861242
24083778,2728297
24083779,4031630
24083780,4016301
24083781,2182737
24083782,3867100
24083783,3073317
24083784,2272256
24083785,3317456
24083786,2355712
24083787,2553496
24083788,3096143
24083789,1514221
24083790,3019606
24083791,2323795
24083792,2310945
24083793,3544847
24083794,1741171
24083795,3602167
24083796,2084785
24083797,2963333
24083798,2678616
24083799,2574210
24083800,2880680
24083801,2168186
24083802,3688632
24083803,2111629
24083804,482978
24083805,3494068
24083806,2271093
24083807,3034017
24083808,2620725
24083809,2309494
24083810,3618150
24083811,2469864
24083812,2761311
24083813,2209143
24083814,2517474
24083815,2884735
24083816,2261298
24083817,2286557
24083818,2741925
24083819,180780
24083820,4519849
24083821,3147772
24083822,1476283
24083823,2533814
24083824,2425530
24083825,2891122
24083826,3187978
24083827,3034500
24083828,2369110
24083829,1944714
24083830,358338
24083831,5276010
24083832,473637
24083833,5443864
24083834,3020051
24083835,2868946
24083836,3202121
24083837,2016687
24083838,3383574
24083839,2430941
24083840,2886609
24083841,1810407
24083842,4340263
24083843,2747059
24083844,2986566
24083845,4325469
24083846,2357199
24083847,2841925
24083848,3465783
24083849,2461048
24083850,2987827
24083851,2924271
24083852,2651117
24083853,3047520
24083854,2830743
24083855,2374810
24083856,1694668
24083857,3682782
24083858,2439999
24083859,1849873
24083860,4347655
24083861,2334680
24083862,3162011
24083863,2748528
24083864,2508564
24083865,2965350
24083866,2047914
24083867,2004764
24083868,2479188
24083869,3129730
24083870,3982502
24083871,2336764
24083872,2886149
24083873,3064826
24083874,2013726
24083875,2808257
24083876,2296748
24083877,3075124
24083878,2081365
24083879,3320532
24083880,2771225
24083881,3259192
24083882,3979116
24083883,2407583
24083884,3152646
24083885,3218034
24083886,2170015
24083887,2400471
24083888,2913760
24083889,2837797
24083890,3439061
24083891,2926855
24083892,3364126
24083893,2333448
24083894,2828294
24083895,3024784
24083896,2908577
24083897,2346852
24083898,1867282
24083899,2684914
24083900,3166560
24083901,3698592
24083902,2822463
24083903,339037
24083904,5347697
24083905,2811535
24083906,1571215
24083907,2527824
24083908,3290522
24083909,2850305
24083910,1741308
24083911,2302713
24083912,2691838
24083913,2276934
24083914,2955017
24083915,2297572
24083916,2203164
24083917,949201
24083918,5354227
24083919,2371631
24083920,2497613
24083921,2773675
24083922,2766313
24083923,2539038
24083924,302268
24083925,3766864
24083926,3558266
24083927,2588892
24083928,3559934
24083929,2635750
24083930,2868237
24083931,1918771
24083932,3728369
24083933,2470659
24083934,4771535
24083935,2681626
24083936,2403659
24083937,2659784
24083938,2723658
24083939,2194698
24083940,4416323
24083941,2267223
24083942,2761550
24083943,2943073
24083944,2461234
24083945,2390346
24083946,2652927
24083947,3308560
24083948,511050
24083949,4976461
24083950,4148003
24083951,2102425
24083952,3575174
24083953,3295430
24083954,2791265
24083955,3021735
24083956,1532095
24083957,2342921
24083958,2351414
24083959,3366533
24083960,3413640
24083961,2559189
24083962,2408585
24083963,3248080
24083964,4244605
24083965,2393563
24083966,3125702
24083967,2983887
24083968,3438872
24083969,676844
24083970,3148712
24083971,1709038
24083972,3558888
24083973,2888237
24083974,2650165
24083975,3792670
24083976,2796973
24083977,2758238
24083978,3143240
24083979,2551542
24083980,4207591
24083981,2828693
24083982,3878872
24083983,4888967
24083984,5848706
24083985,4965480
24083986,2425240
24083987,4998003
24083988,3174684
24083989,2237804
24083990,2383948
24083991,3648864
24083992,2899351
24083993,1452094
24083994,3432623
24083995,3564790
24083996,3768066
24083997,819911
24083998,4758830
24083999,1601625
24084000,3164681
24084001,2096633
24084002,2756382
24084003,2671885
24084004,3010149
24084005,2093297
24084006,2921596
24084007,2272780
24084008,3474304
24084009,2550910
24084010,2582725
24084011,2354213
24084012,2818000
24084013,2993551
24084014,2692602
24084015,3297071
24084016,2539048
24084017,2738929
24084018,1614255
24084019,1907463
24084020,2978262
24084021,3493742
24084022,1871056
24084023,3260432
24084024,2523974
24084025,2415890
24084026,3301000
24084027,1870475
24084028,5366504
24084029,2876602
24084030,3746414
24084031,2550433
24084032,1778344
24084033,2795287
24084034,2332798
24084035,1034375
24084036,1997004
24084037,3627553
24084038,3724026
24084039,2346975
24084040,4199320
24084041,4835859
24084042,2598710
24084043,3291245
24084044,3929073
24084045,3634347
24084046,423142
24084047,4147955
24084048,3545513
24084049,3146872
24084050,432950
24084051,4174570
24084052,2429674
24084053,2353151
24084054,2784567
24084055,2005008
24084056,2143860
24084057,3313212
24084058,693133
24084059,4207046
24084060,3183256
24084061,2514289
24084062,611450
24084063,5039908
24084064,570250
24084065,2361155
24084066,4784458
24084067,3191261
24084068,2778739
24084069,1833464
24084070,3794550
24084071,2421328
24084072,2281553
24084073,3324707
24084074,2006948
24084075,2526890
24084076,2132044
24084077,2660793
24084078,2464045
24084079,2209284
24084080,2722556
24084081,2241134
24084082,2889001
24084083,3351039
24084084,4250924
24084085,3782654
24084086,2444630
24084087,1989307
24084088,3738326
24084089,786943
24084090,2985779
24084091,4323803
24084092,2888405
24084093,4115101
24084094,3312262
24084095,4188454
24084096,3186181
24084097,2121921
24084098,3391289
24084099,3142608
24084100,4123508
24084101,2412770
24084102,1758084
24084103,2283122
24084104,3657071
24084105,2841816
24084106,2905095
24084107,2724707
24084108,2656847
24084109,3222465
24084110,3110171
24084111,2998078
24084112,2243064
24084113,2011458
24084114,3209518
24084115,2155206
24084116,3550798
24084117,3251865
24084118,3184424
24084119,3067597
24084120,3234714
24084121,2125232
24084122,1928328
24084123,2116542
24084124,4369533
24084125,1891262
24084126,2003526
24084127,2183130
24084128,2670383
24084129,3027291
24084130,2951158
24084131,1691738
24084132,4376442
24084133,3141774
24084134,2361420
24084135,2880438
24084136,2246938
24084137,4542899
24084138,2002101
24084139,3313209
24084140,2826533
24084141,2509095
24084142,2500647
24084143,2000089
24084144,2649165
24084145,2444519
24084146,2766810
24084147,533562
24084148,3384983
24084149,2749415
24084150,3484405
24084151,557219
24084152,3261876
24084153,3315136
24084154,3142203
24084155,1964838
24084156,286389
24084157,2597738
24084158,686964
24084159,1328888
24084160,4470131
24084161,2893139
24084162,3066420
24084163,2888567
24084164,1429470
24084165,1271497
24084166,3771294
24084167,2956542
24084168,2730741
24084169,3274453
24084170,3051839
24084171,2832507
24084172,2540874
24084173,2710978
24084174,2962515
24084175,636359
24084176,3372927
24084177,2119826
24084178,3733797
24084179,2144678
24084180,2024458
24084181,2062605
24084182,2516584
24084183,951932
24084184,4431407
24084185,3705092
24084186,2793408
24084187,505922
24084188,5524706
24084189,1851334
24084190,3071153
24084191,3274570
24084192,2911140
24084193,3809301
24084194,2374835
24084195,3064616
24084196,2967179
24084197,2481040
24084198,2354702
24084199,2338104
24084200,3617080
24084201,1924234
24084202,3261235
24084203,2429086
24084204,635037
24084205,3417905
24084206,2840591
24084207,1659226
24084208,3392084
24084209,3674906
24084210,3205724
24084211,2844862
24084212,3198604
24084213,3075036
24084214,2782458
24084215,2106021
24084216,746241
24084217,3666059
24084218,2593576
24084219,2032343
24084220,4021393
24084221,3003348
24084222,3137778
24084223,3419870
24084224,2891598
24084225,2351111
24084226,1939788
24084227,3179677
24084228,2794239
24084229,497388
24084230,3827691
24084231,4355293
24084232,2329947
24084233,390998
24084234,3004012
24084235,4527726
24084236,2983438
24084237,2531618
24084238,3313334
24084239,1550413
24084240,2084395
24084241,3750218
24084242,2410153
24084243,2539374
24084244,2348805
24084245,2460212
24084246,2381883
24084247,2758375
24084248,1990099
24084249,2839798
24084250,3056430
24084251,3398301
24084252,4681575
24084253,576200
24084254,3655882
24084255,2846497
24084256,2702106
24084257,1874174
24084258,2584494
24084259,2689899
24084260,2403879
24084261,2283965
24084262,2819259
24084263,3111963
24084264,2779346
24084265,3158055
24084266,1302091
24084267,3218906
24084268,594322
24084269,4164027
24084270,2802854
24084271,2651852
24084272,1950639
24084273,2966016
24084274,2705562
24084275,2669129
24084276,791781
24084277,2984518
24084278,2782636
24084279,2157070
24084280,2025833
24084281,1883411
24084282,1911885
24084283,1896891
24084284,3129560
24084285,2159216
24084286,697547
24084287,2104400
24084288,2453636
24084289,3095576
24084290,969596
24084291,2541500
24084292,414459
24084293,4645482
24084294,2292451
24084295,3691571
24084296,2530443
24084297,2603305
24084298,2681045
24084299,3156427
24084300,2970733
24084301,2881468
24084302,2114756
24084303,2516663
24084304,2343850
24084305,3175112
24084306,2889803
24084307,3273684
24084308,2933396
24084309,1841584
24084310,2303112
24084311,1414759
24084312,1064167
24084313,2893255
24084314,3580409
24084315,1460671
24084316,2479532
24084317,2759015
24084318,2993627
24084319,2381109
24084320,2306668
24084321,2296853
24084322,2307608
24084323,2641981
24084324,2861781
24084325,1963568
24084326,631975
24084327,2143695
24084328,3113186
24084329,2907503
24084330,2387738
24084331,1851446
24084332,2330197
24084333,1718768
24084334,1621778
24084335,3458176
24084336,2487049
24084337,2967312
24084338,3528643
24084339,2653992
24084340,2229019
24084341,2547316
24084342,2718965
24084343,2033717
24084344,2035697
24084345,2251471
24084346,1726388
24084347,2365098
24084348,1966732
24084349,1599802
24084350,2710791
24084351,3588709
24084352,1909640
24084353,2584826
24084354,2809489
24084355,2528172
24084356,1582766
24084357,2252750
24084358,771248
24084359,4059700
24084360,2339584
24084361,1692460
24084362,1241633
24084363,3657715
24084364,2657333
24084365,2428088
24084366,1886769
24084367,2463931
24084368,2153839
24084369,2751205
24084370,2432465
24084371,1811730
24084372,2677053
24084373,97966
24084374,2920531
24084375,937261
24084376,3667179
24084377,2757070
24084378,2998398
24084379,2084009
24084380,2880621
24084381,1442648
24084382,790166
24084383,3642046
24084384,2012970
24084385,2214844
24084386,294208
24084387,3194753
24084388,528606
24084389,3253939
24084390,2481740
24084391,2279367
24084392,849423
24084393,3236444
24084394,2713484
24084395,2558385
24084396,1372525
24084397,2039379
24084398,3650366
24084399,1813785
24084400,2393369
24084401,2220961
24084402,3072762
24084403,1851967
24084404,2410063
24084405,1983569
24084406,1614123
24084407,2277763
24084408,845603
24084409,3040027
24084410,2214833
24084411,1885351
24084412,2487438
24084413,1744154
24084414,2034105
24084415,2271115
24084416,1929934
24084417,2268511
24084418,2819963
24084419,2708812
24084420,1566890
24084421,3041071
24084422,2315184
24084423,1897213
24084424,2034535
24084425,1212281
24084426,619268
24084427,3739314
24084428,2471106
24084429,2248475
24084430,2752084
24084431,2149616
24084432,2360546
24084433,2174703
24084434,2007407
24084435,2812109
24084436,2878305
24084437,1890166
24084438,3324818
24084439,1823383
24084440,1249249
24084441,1979400
24084442,1670126
24084443,369928
24084444,606921
24084445,4130707
24084446,2647604
24084447,2371218
24084448,2219921
24084449,3123886
24084450,2389635
24084451,3112541
24084452,2149761
24084453,2236986
24084454,2590662
24084455,2023507
24084456,3253525
24084457,2590057
24084458,2984736
24084459,2516832
24084460,2098404
24084461,2566231
24084462,2703864
24084463,1545310
24084464,2639704
24084465,386582
24084466,3369572
24084467,1963348
24084468,2314307
24084469,1958688
24084470,2111057
24084471,2579476
24084472,2843351
24084473,1831655
24084474,2437952
24084475,1906540
24084476,2317347
24084477,1990399
24084478,1270687
24084479,2453609
24084480,2032091
24084481,2779151
24084482,1447358
24084483,3141456
24084484,1992723
24084485,4033293
24084486,1638850
24084487,2496053
24084488,2868642
24084489,2418342
24084490,605819
24084491,3097508
24084492,2965943
24084493,2358940
24084494,3144493
24084495,1997700
24084496,2721332
24084497,2412667
24084498,1639208
24084499,2378230
24084500,2521675
24084501,2610562
24084502,2019023
24084503,2070054
24084504,1786355
24084505,3120524
24084506,1523601
24084507,3177202
24084508,2556602
24084509,2421167
24084510,3102876
24084511,2428502
24084512,2995294
24084513,1395316
24084514,908957
24084515,4367937
24084516,2138526
24084517,2846356
24084518,2487373
24084519,1865309
24084520,3251911
24084521,3006619
24084522,2240470
24084523,2809960
24084524,2462095
24084525,1938469
24084526,2487422
24084527,2434690
24084528,1877304
24084529,1881572
24084530,3419002
24084531,1339983
24084532,1872288
24084533,2123584
24084534,2083576
24084535,2753860
24084536,3204172
24084537,1558415
24084538,2334824
24084539,1967343
24084540,2189443
24084541,1676869
24084542,2849700
24084543,2004324
24084544,298507
24084545,4276242
24084546,1872721
24084547,1719737
24084548,1762780
24084549,2971608
24084550,2285131
24084551,1493286
24084552,2448286
24084553,2542794
24084554,1949219
24084555,2695331
24084556,2566435
24084557,2964899
24084558,1860556
24084559,2607443
24084560,2059554
24084561,1405235
24084562,2220862
24084563,2098227
24084564,2200531
24084565,1857929
24084566,1970372
24084567,2974586
24084568,1968424
24084569,566481
24084570,3221507
24084571,2896430
24084572,556815
24084573,3155744
24084574,1939965
24084575,3247320
24084576,2841064
24084577,2627239
24084578,3204088
24084579,3288331
24084580,2473645
24084581,1637848
24084582,1938370
24084583,449603
24084584,2638322
24084585,3032763
24084586,2629885
24084587,2499180
24084588,1906748
24084589,2305609
24084590,1923512
24084591,2362163
24084592,1869723
24084593,2188760
24084594,1631473
24084595,3564188
24084596,1708627
24084597,2330923
24084598,2330553
24084599,353370
24084600,623723
24084601,4598920
24084602,2420134
24084603,1987871
24084604,2294278
24084605,2430173
24084606,1862597
24084607,2564683
24084608,1928867
24084609,3506622
24084610,1529320
24084611,2317121
24084612,1247573
24084613,2552916
24084614,833491
24084615,2355610
24084616,2415804
24084617,2375820
24084618,2934887
24084619,447321
24084620,3045625
24084621,2878852
24084622,2459297
24084623,2708490
24084624,2637186
24084625,1771931
24084626,2830090
24084627,2295471
24084628,449524
24084629,2540591
24084630,2180673
24084631,619418
24084632,2871945
24084633,2264200
24084634,2595595
24084635,1885769
24084636,3049760
24084637,2942697
24084638,2136208
24084639,1070243
24084640,3004388
24084641,1289300
24084642,742766
24084643,3077894
24084644,2753587
24084645,2786401
24084646,1601863
24084647,2114595
24084648,2274744
24084649,2340875
24084650,2389028
24084651,2074170
24084652,1821672
24084653,3946909
24084654,998317
24084655,4646160
24084656,2329473
24084657,2809928
24084658,2632842
24084659,1884890
24084660,3029444
24084661,2930320
24084662,2155726
24084663,1541634
24084664,2934210
24084665,1950786
24084666,3005516
24084667,3128970
24084668,2125188
24084669,2083340
24084670,1553023
24084671,2665955
24084672,3083831
24084673,3168695
24084674,2485692
24084675,427630
24084676,2636365
24084677,3690508
24084678,634539
24084679,424198
24084680,5409025
24084681,5271242
24084682,2542094
24084683,2728012
24084684,2513854
24084685,3119020
24084686,3229897
24084687,2592603
24084688,3436751
24084689,2191043
24084690,2784513
24084691,2916632
24084692,3190671
24084693,1976839
24084694,2143795
24084695,2185516
24084696,1758281
24084697,725166
24084698,3499386
24084699,810646
24084700,3397039
24084701,2266537
24084702,1899975
24084703,2411196
24084704,2404767
24084705,1722694
24084706,2605630
24084707,1633570
24084708,2672061
24084709,2268223
24084710,1512702
24084711,1711139
24084712,2464851
24084713,2154287
24084714,2437935
24084715,2232996
24084716,265213
24084717,2802234
24084718,2709672
24084719,2316460
24084720,2697031
24084721,2923695
24084722,1916208
24084723,2285910
24084724,1865089
24084725,3213233
24084726,1405484
24084727,2582359
24084728,3812398
24084729,3037053
24084730,2442704
24084731,2053630
24084732,1915908
24084733,1770594
24084734,3365318
24084735,2947449
24084736,3944454
24084737,4165777
24084738,2495753
24084739,2151781
24084740,2191266
24084741,2105426
24084742,3230696
24084743,3060911
24084744,1969771
24084745,2005787
24084746,3464875
24084747,2615205
24084748,1878151
24084749,3449472
24084750,1904143
24084751,2669158
24084752,3950304
24084753,2633715
24084754,1622216
24084755,1713689
24084756,4091956
24084757,2357751
24084758,2088586
24084759,351260
24084760,4268730
24084761,1901359
24084762,2238082
24084763,2357097
24084764,1736846
24084765,2367286
24084766,2574551
24084767,1978045
24084768,1928322
24084769,657219
24084770,3719504
24084771,2669623
24084772,1800838
24084773,1869646
24084774,3138160
24084775,3139363
24084776,502694
24084777,3211074
24084778,2987445
24084779,1051784
24084780,4058673
24084781,2813495
24084782,1764831
24084783,1862617
24084784,3956148
24084785,1811640
24084786,2344669
24084787,2509848
24084788,2050223
24084789,1845398
24084790,3267337
24084791,3413346
24084792,1431289
24084793,3660308
24084794,1392722
24084795,5557662
24084796,3944184
24084797,2209374
24084798,2636281
24084799,2812436
24084800,2332109
24084801,2580951
24084802,2648558
24084803,2474176
24084804,2878052
24084805,2788665
24084806,2866838
24084807,1773201
24084808,1840091
24084809,2619079
24084810,3647494
24084811,2061213
24084812,3304975
24084813,2738680
24084814,1885627
24084815,3094662
24084816,2498456
24084817,2270146
24084818,1930719
24084819,2658693
24084820,1536956
