block_number,cache_size_bytes
24021199,6661463
24021200,4111671
24021201,5726125
24021202,4016724
24021203,3201637
24021204,3970412
24021205,4236493
24021206,3064459
24021207,2919177
24021208,1596678
24021209,3461181
24021210,3735442
24021211,2398844
24021212,4392072
24021213,3513191
24021214,4204848
24021215,4371559
24021216,3852282
24021217,3218565
24021218,3661366
24021219,2238019
24021220,529771
24021221,3785963
24021222,4260024
24021223,2744247
24021224,2246331
24021225,3929665
24021226,3811023
24021227,3212743
24021228,3883471
24021229,2152835
24021230,2859448
24021231,2732076
24021232,2225772
24021233,2753982
24021234,2177918
24021235,2351009
24021236,516040
24021237,2993925
24021238,2333022
24021239,2899163
24021240,1623233
24021241,2550554
24021242,3105959
24021243,2504161
24021244,2956333
24021245,2332077
24021246,2931939
24021247,2032732
24021248,2508146
24021249,3149331
24021250,3625313
24021251,3929196
24021252,3348010
24021253,3287538
24021254,2381150
24021255,1701522
24021256,2473900
24021257,2544644
24021258,2819997
24021259,430870
24021260,3041176
24021261,2256519
24021262,1981624
24021263,2126971
24021264,365308
24021265,1851845
24021266,2344272
24021267,2101644
24021268,3274058
24021269,2134128
24021270,3540877
24021271,4439439
24021272,4905850
24021273,3276910
24021274,3721259
24021275,4653254
24021276,5152560
24021277,3252268
24021278,4452935
24021279,3496283
24021280,3137455
24021281,3310466
24021282,2821934
24021283,2752647
24021284,2533807
24021285,3933319
24021286,5115577
24021287,2524609
24021288,4234554
24021289,673928
24021290,3437885
24021291,2075790
24021292,3887178
24021293,3507292
24021294,558277
24021295,4410490
24021296,3067720
24021297,2424918
24021298,3600644
24021299,3632823
24021300,2757219
24021301,3889474
24021302,2275730
24021303,2617991
24021304,2365610
24021305,2074416
24021306,2139455
24021307,2324480
24021308,347553
24021309,2597482
24021310,3737041
24021311,2350333
24021312,3193027
24021313,3167447
24021314,2732329
24021315,552489
24021316,3983527
24021317,2467610
24021318,2989796
24021319,4492103
24021320,2910893
24021321,1750036
24021322,3176449
24021323,1977441
24021324,2060140
24021325,3095858
24021326,340606
24021327,516306
24021328,3848611
24021329,3640645
24021330,2606464
24021331,2879871
24021332,2953950
24021333,2541659
24021334,917056
24021335,3381154
24021336,3271504
24021337,3001250
24021338,3855203
24021339,2181861
24021340,1693008
24021341,716572
24021342,3460812
24021343,2901719
24021344,3086427
24021345,2401190
24021346,3717502
24021347,2899414
24021348,2454282
24021349,876276
24021350,1358923
24021351,3553554
24021352,4063975
24021353,2287620
24021354,618288
24021355,4164496
24021356,1980001
24021357,2424475
24021358,2740390
24021359,3835479
24021360,1978091
24021361,3064821
24021362,1522829
24021363,3057669
24021364,3527783
24021365,2511803
24021366,2050319
24021367,2356179
24021368,2563284
24021369,1759876
24021370,2281642
24021371,947745
24021372,2430761
24021373,3112611
24021374,2959543
24021375,1906012
24021376,2012279
24021377,2371095
24021378,2437396
24021379,3324749
24021380,4265015
24021381,2684198
24021382,2271001
24021383,2212878
24021384,2034662
24021385,2640802
24021386,1701783
24021387,1714197
24021388,1958324
24021389,2109801
24021390,2681132
24021391,2051209
24021392,2285536
24021393,2203801
24021394,1799264
24021395,2210405
24021396,1041551
24021397,2782161
24021398,653496
24021399,3796124
24021400,2425169
24021401,564107
24021402,3575339
24021403,1590701
24021404,1683680
24021405,3142347
24021406,2485964
24021407,2475776
24021408,3051990
24021409,4000568
24021410,1934021
24021411,3418865
24021412,1722970
24021413,1972430
24021414,2640404
24021415,297244
24021416,4575273
24021417,2308061
24021418,2436503
24021419,1738985
24021420,644383
24021421,4082887
24021422,429978
24021423,3906699
24021424,1898688
24021425,1886525
24021426,698056
24021427,3373031
24021428,3658438
24021429,1712667
24021430,689791
24021431,3229524
24021432,3072763
24021433,2722875
24021434,2331386
24021435,266479
24021436,3039114
24021437,3306079
24021438,2948502
24021439,2027773
24021440,1613734
24021441,2246705
24021442,3699347
24021443,2800672
24021444,2640764
24021445,2544583
24021446,2768838
24021447,1576215
24021448,5036631
24021449,3390261
24021450,3954385
24021451,1782654
24021452,1368897
24021453,3342226
24021454,2509710
24021455,3508500
24021456,1533411
24021457,4151480
24021458,2984212
24021459,639099
24021460,5118085
24021461,3011586
24021462,1957478
24021463,2035202
24021464,1769640
24021465,1802689
24021466,2877361
24021467,3401974
24021468,2536846
24021469,2426234
24021470,3222576
24021471,2141464
24021472,3784331
24021473,3070254
24021474,1864428
24021475,3084792
24021476,3242730
24021477,1468574
24021478,2520471
24021479,2265880
24021480,2428414
24021481,1788136
24021482,5759576
24021483,3598647
24021484,490767
24021485,3684912
24021486,4149783
24021487,3677915
24021488,3419585
24021489,4526826
24021490,4026711
24021491,617829
24021492,1573106
24021493,4587508
24021494,4405701
24021495,4262305
24021496,2884434
24021497,3660136
24021498,3161091
24021499,2920290
24021500,4964945
24021501,2254623
24021502,3353681
24021503,2487136
24021504,4094949
24021505,3118514
24021506,685912
24021507,3541833
24021508,2768586
24021509,2305690
24021510,3257338
24021511,3940822
24021512,3119481
24021513,1792848
24021514,3806217
24021515,1588441
24021516,1629630
24021517,2242203
24021518,3748004
24021519,1861316
24021520,2944938
24021521,2387712
24021522,1771593
24021523,2992529
24021524,3737911
24021525,2287789
24021526,2549337
24021527,3229019
24021528,1354245
24021529,3559773
24021530,1821619
24021531,2083757
24021532,4736442
24021533,2446568
24021534,4242309
24021535,2185679
24021536,2271748
24021537,4170298
24021538,2028569
24021539,4121005
24021540,2731497
24021541,3681224
24021542,356850
24021543,2027473
24021544,3902991
24021545,3218566
24021546,2283599
24021547,5099268
24021548,4799485
24021549,3506724
24021550,4099584
24021551,2246898
24021552,3228317
24021553,2261226
24021554,2912246
24021555,3064857
24021556,1385101
24021557,3238094
24021558,3376037
24021559,2369731
24021560,1669438
24021561,2945696
24021562,4182660
24021563,4647516
24021564,1997827
24021565,4865984
24021566,2450381
24021567,2516952
24021568,3167693
24021569,4423149
24021570,2313735
24021571,800424
24021572,4524327
24021573,3317974
24021574,2395162
24021575,259911
24021576,4535746
24021577,362030
24021578,2988559
24021579,2844209
24021580,1765766
24021581,3057135
24021582,2173988
24021583,1810391
24021584,2073325
24021585,2791764
24021586,2698430
24021587,1112541
24021588,2894998
24021589,2189787
24021590,2988208
24021591,2186850
24021592,2342150
24021593,2571774
24021594,2484711
24021595,2597850
24021596,2664175
24021597,60173
24021598,5108518
24021599,3391132
24021600,4131137
24021601,2643246
24021602,3270588
24021603,2490588
24021604,597506
24021605,3579209
24021606,516125
24021607,5707852
24021608,2756130
24021609,2789321
24021610,3268447
24021611,2820769
24021612,2683839
24021613,2224475
24021614,2763412
24021615,2757927
24021616,1897227
24021617,2577072
24021618,1981047
24021619,127061
24021620,4604040
24021621,2870123
24021622,2291821
24021623,2052135
24021624,2312923
24021625,449479
24021626,4686986
24021627,2691879
24021628,1983423
24021629,2882525
24021630,3600602
24021631,3103120
24021632,3706704
24021633,2031253
24021634,2493356
24021635,831085
24021636,3943441
24021637,5032537
24021638,2892147
24021639,2864917
24021640,3376929
24021641,2355148
24021643,2878347
24021644,445363
24021645,2761594
24021646,2907068
24021647,807214
24021648,3231988
24021649,2321290
24021650,2320972
24021651,3109443
24021652,1801458
24021653,2624922
24021654,2292596
24021655,3128599
24021656,1774599
24021657,2151977
24021658,2411414
24021659,1555729
24021660,2058842
24021661,1667634
24021662,417378
24021663,3729644
24021664,2453636
24021665,3442674
24021666,3122082
24021667,4014445
24021668,2842435
24021669,2029255
24021670,2423925
24021671,2172255
24021672,2464669
24021673,3106048
24021674,2231450
24021675,3902353
24021676,2627782
24021677,1338360
24021678,3408436
24021679,581790
24021680,3951828
24021681,1648042
24021682,1758224
24021683,479437
24021684,3835934
24021685,1331960
24021686,2314528
24021687,2288009
24021688,1697669
24021689,2374567
24021690,1627887
24021691,3385679
24021692,2581844
24021693,3435070
24021694,3351401
24021695,2427430
24021696,1304268
24021697,2653624
24021698,2798096
24021699,2756311
24021700,2021453
24021701,2759672
24021702,3397611
24021703,2375659
24021704,3003765
24021705,232772
24021706,2309702
24021707,3398827
24021708,2825211
24021709,2036373
24021710,1859774
24021711,3021200
24021712,1556271
24021713,1612268
24021714,115344
24021715,2382112
24021716,3435670
24021717,2651676
24021718,424723
24021719,4839119
24021720,2688735
24021721,4056646
24021722,1215632
24021723,3540666
24021724,2844128
24021725,3374373
24021726,2331131
24021727,2253457
24021728,2194626
24021729,3284225
24021730,2121913
24021731,3743654
24021732,3972722
24021733,3371216
24021734,3124015
24021735,2955936
24021736,2446312
24021737,1979600
24021738,1439170
24021739,3586419
24021740,3446270
24021741,7557626
24021742,4772752
24021743,5418242
24021744,4130131
24021745,2575677
24021746,3840454
24021747,3524908
24021748,2956612
24021749,2344682
24021750,3919296
24021751,1549462
24021752,2876553
24021753,3433395
24021754,3531246
24021755,2872253
24021756,2575967
24021757,3195621
24021758,2969372
24021759,2017919
24021760,2534043
24021761,2928216
24021762,1990446
24021763,2801272
24021764,1224397
24021765,2641091
24021766,1918176
24021767,3209739
24021768,2817478
24021769,2947372
24021770,3077410
24021771,3472737
24021772,2701615
24021773,1672527
24021774,1548566
24021775,1905201
24021776,2916468
24021777,3588394
24021778,2322584
24021779,639072
24021780,3494129
24021781,2254214
24021782,2176066
24021783,2402898
24021784,2225224
24021785,2982969
24021786,1881459
24021787,2312041
24021788,2020149
24021789,2687799
24021790,2816903
24021791,2017481
24021792,2883940
24021793,2385763
24021794,1974035
24021795,2733088
24021796,4543271
24021797,2564355
24021798,565190
24021799,2545068
24021800,2329578
24021801,2097335
24021802,3810253
24021803,2356107
24021804,2421266
24021805,2745007
24021806,1712269
24021807,3222517
24021808,864931
24021809,4011116
24021810,1613339
24021811,2677714
24021812,2241188
24021813,2004255
24021814,2137386
24021815,1886252
24021816,2673007
24021817,835749
24021818,3149151
24021819,1766336
24021820,2059812
24021821,1577083
24021822,2075967
24021823,2777584
24021824,2112837
24021825,1572330
24021826,3030359
24021827,3008722
24021828,885890
24021829,3074326
24021830,2460414
24021831,2213287
24021832,1690706
24021833,2435914
24021834,3675800
24021835,2986917
24021836,2227325
24021837,2529405
24021838,2739901
24021839,3053533
24021840,2319443
24021841,1684440
24021842,2241652
24021843,1931331
24021844,2803358
24021845,2429435
24021846,607150
24021847,2854316
24021848,3475215
24021849,1910174
24021850,3576304
24021851,3840357
24021852,1291642
24021853,2284498
24021854,2520472
24021855,3474466
24021856,2830538
24021857,2390930
24021858,325570
24021859,2973343
24021860,2962248
24021861,1971393
24021862,1883279
24021863,2103590
24021864,2518918
24021865,576459
24021866,3335531
24021867,2494881
24021868,2555679
24021869,2398891
24021870,2242501
24021871,2046622
24021872,2309974
24021873,2161484
24021874,2051296
24021875,2070228
24021876,3181600
24021877,1137500
24021878,3777669
24021879,3668323
24021880,2624790
24021881,815954
24021882,3906361
24021883,3818783
24021884,2036204
24021885,2604322
24021886,476201
24021887,3062241
24021888,3152900
24021889,2594539
24021890,2942759
24021891,2896841
24021892,2790366
24021893,3115342
24021894,2034734
24021895,2615106
24021896,2992194
24021897,438604
24021898,2466572
24021899,3033757
24021900,3241722
24021901,3134062
24021902,2446035
24021903,2720437
24021904,2564508
24021905,2613501
24021906,1810180
24021907,379161
24021908,2864657
24021909,2909792
24021910,3066162
24021911,1720980
24021912,2442573
24021913,2629260
24021914,2797273
24021915,2674596
24021916,2768080
24021917,5189015
24021918,3285789
24021919,3806873
24021920,2916849
24021921,3829715
24021922,4689336
24021923,1920648
24021924,4692834
24021925,2476549
24021926,3741849
24021927,512778
24021928,2163435
24021929,2567662
24021930,3312887
24021931,2796480
24021932,3753023
24021933,2968801
24021934,2978298
24021935,3024017
24021936,3183050
24021937,2464107
24021938,2327925
24021939,2890652
24021940,267696
24021941,3816499
24021942,3060945
24021943,2740961
24021944,446142
24021945,3293781
24021946,3536049
24021947,2592190
24021948,3174107
24021949,2142671
24021950,2662327
24021951,2545419
24021952,2656018
24021953,1732099
24021954,2302929
24021955,2077344
24021956,2278973
24021957,1935149
24021958,2356159
24021959,1902583
24021960,2103052
24021961,3086090
24021962,1730481
24021963,1880655
24021964,3005305
24021965,666668
24021966,443989
24021967,3582199
24021968,2627503
24021969,2848764
24021970,734910
24021971,2912579
24021972,2442037
24021973,2666189
24021974,2488604
24021975,3767345
24021976,2498830
24021977,1759826
24021978,373969
24021979,2486690
24021980,1696691
24021981,1764580
24021982,2380223
24021983,2364208
24021984,698222
24021985,2433235
24021986,2973404
24021987,4091908
24021988,1404123
24021989,2257286
24021990,2844444
24021991,2662595
24021992,1618208
24021993,1670104
24021994,252552
24021995,3982046
24021996,3175469
24021997,1876402
24021998,2760042
24021999,2926304
24022000,2040534
24022001,2645687
24022002,2196192
24022003,1904379
24022004,1794053
24022005,1857397
24022006,1176610
24022007,4783697
24022008,1752196
24022009,2862448
24022010,1593802
24022011,2024574
24022012,2590651
24022013,1833921
24022014,1260831
24022015,2193338
24022016,400201
24022017,3907993
24022018,2618943
24022019,1389118
24022020,1811224
24022021,1774231
24022022,1564127
24022023,2036739
24022024,1209775
24022025,2936855
24022026,952519
24022027,2403218
24022028,1686891
24022029,1630883
24022030,1671485
24022031,1783771
24022032,2078110
24022033,1764325
24022034,1476132
24022035,2686128
24022036,2194699
24022037,1720130
24022038,2466030
24022039,1449578
24022040,2426485
24022041,977089
24022042,4048353
24022043,2367737
24022044,3056386
24022045,1814165
24022046,2744526
24022047,2786468
24022048,2071327
24022049,2258782
24022050,1761149
24022051,2308113
24022052,637320
24022053,2063822
24022054,3339152
24022055,1695677
24022056,1633281
24022057,3109640
24022058,2026514
24022059,2661244
24022060,2799307
24022061,447532
24022062,621547
24022063,4391675
24022064,3376224
24022065,3385414
24022066,2019462
24022067,2214787
24022068,1916745
24022069,2361195
24022070,1799274
24022071,3030753
24022072,2225324
24022073,2802124
24022074,3110602
24022075,1841589
24022076,2017369
24022077,3240687
24022078,2712160
24022079,2047617
24022080,2507984
24022081,2641593
24022082,2970314
24022083,2719666
24022084,3724226
24022085,2604074
24022086,2007917
24022087,3983714
24022088,1867503
24022089,2313517
24022090,2420240
24022091,2237231
24022092,3417258
24022093,2686347
24022094,2374822
24022095,1803278
24022096,1883306
24022097,2958394
24022098,2057373
24022099,1998115
24022100,3617435
24022101,1927299
24022102,2796384
24022103,1945287
