block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24084632,158241,56161,56189
24084633,96291,43336,43364
24084634,93647,46899,46927
24084635,95987,50690,50718
24084636,110889,49309,49337
24084637,108935,45575,45603
24084638,78323,37934,37962
24084639,131556,35673,35701
24084640,166241,72261,72289
24084641,55407,27592,27620
24084642,38127,20922,20950
24084643,167410,59133,59161
24084644,93633,45000,45028
24084645,160321,76241,76269
24084646,65678,31831,31859
24084647,105551,49822,49850
24084648,82851,38891,38919
24084649,105497,56434,56462
24084650,202254,93065,93093
24084651,139733,76509,76537
24084652,57826,27730,27758
24084653,244706,130097,130125
24084654,39877,18995,19023
24084655,255155,132534,132562
24084656,78682,37383,37411
24084657,165449,85211,85239
24084658,78404,39029,39057
24084659,92419,49996,50024
24084660,122340,59195,59223
24084661,90807,39678,39706
24084662,100141,51013,51041
24084663,69381,34105,34133
24084664,173911,61510,61538
24084665,145878,83225,83253
24084666,120820,57798,57826
24084667,202311,111773,111801
24084668,73629,37171,37199
24084669,107898,53082,53110
24084670,69315,35829,35857
24084671,101012,50894,50922
24084672,89982,38385,38413
24084673,247412,118959,118987
24084674,81366,38191,38219
24084675,14399,6257,6285
24084676,178640,64617,64645
24084677,174819,72589,72617
24084678,21285,10186,10214
24084679,21348,11192,11220
24084680,212982,98821,98849
24084681,210717,102501,102529
24084682,130969,66717,66745
24084683,111659,54751,54779
24084684,102066,46016,46044
24084685,134817,62019,62047
24084686,144656,68308,68336
24084687,98065,46616,46644
24084688,140775,63886,63914
24084689,75234,37952,37980
24084690,146491,75548,75576
24084691,103817,46125,46153
24084692,131462,64474,64502
24084693,109585,50349,50377
24084694,182809,105504,105532
24084695,88338,41359,41387
24084696,77029,39637,39665
24084697,50445,29831,29859
24084698,211947,80049,80077
24084699,49939,25813,25841
24084700,132397,64421,64449
24084701,72956,33427,33455
24084702,71691,33407,33435
24084703,87785,41792,41820
24084704,165668,58114,58142
24084705,60466,29137,29165
24084706,100985,43841,43869
24084707,59254,26676,26704
24084708,116700,50919,50947
24084709,93632,42013,42041
24084710,122892,70890,70918
24084711,80440,39035,39063
24084712,89541,44231,44259
24084713,80789,41226,41254
24084714,171819,60093,60121
24084715,95045,47366,47394
24084716,20428,10418,10446
24084717,165259,58901,58929
24084718,163373,75522,75550
24084719,84395,42211,42239
24084720,113577,60071,60099
24084721,158422,84147,84175
24084722,61431,31112,31140
24084723,119283,52900,52928
24084724,82095,40417,40445
24084725,132445,60745,60773
24084726,57703,28940,28968
24084727,98627,44980,45008
24084728,162547,77869,77897
24084729,159201,71991,72019
24084730,157969,71460,71488
24084731,78658,38647,38675
24084732,84842,36798,36826
24084733,54773,25443,25471
24084734,142688,65667,65695
24084735,110250,56063,56091
24084736,122131,51828,51856
24084737,163455,73703,73731
24084738,178886,90272,90300
24084739,88739,45338,45366
24084740,100081,47722,47750
24084741,79930,40386,40414
24084742,114818,54437,54465
24084743,130552,58551,58579
24084744,84484,40535,40563
24084745,96886,45350,45378
24084746,199269,88881,88909
24084747,134323,64713,64741
24084748,105341,53825,53853
24084749,121702,58512,58540
24084750,72425,33418,33446
24084751,96186,46088,46116
24084752,178469,81600,81628
24084753,116571,50377,50405
24084754,68511,34441,34469
24084755,77501,40159,40187
24084756,196123,100573,100601
24084757,98708,50836,50864
24084758,89978,45863,45891
24084759,30217,17387,17415
24084760,193092,95773,95801
24084761,68336,31499,31527
24084762,92533,45947,45975
24084763,158965,57804,57832
24084764,96777,53493,53521
24084765,126847,50858,50886
24084766,162570,90693,90721
24084767,91075,48381,48409
24084768,96956,49576,49604
24084769,26189,12617,12645
24084770,146366,72804,72832
24084771,194712,67818,67846
24084772,66907,35686,35714
24084773,97950,43609,43637
24084774,135917,67839,67867
24084775,216468,109634,109662
24084776,17778,9223,9251
24084777,184587,80932,80960
24084778,106482,51198,51226
24084779,50626,26588,26616
24084780,165468,74862,74890
24084781,143200,61978,62006
24084782,77986,35173,35201
24084783,70452,31001,31029
24084784,199783,100786,100814
24084785,97878,51064,51092
24084786,175063,70997,71025
24084787,93171,44727,44755
24084788,89318,44866,44894
24084789,76107,38654,38682
24084790,127181,60507,60535
24084791,145506,58804,58832
24084792,36063,18659,18687
24084793,109202,47803,47831
24084794,55815,28682,28710
24084795,217283,96388,96416
24084796,177178,92921,92949
24084797,118574,54839,54867
24084798,105882,51467,51495
24084799,179454,78974,79002
24084800,111912,46692,46720
24084801,77174,36023,36051
24084802,147357,78858,78886
24084803,85344,41082,41110
24084804,138968,61911,61939
24084805,87908,41245,41273
24084806,145125,60416,60444
24084807,63866,29839,29867
24084808,83348,42080,42108
24084809,98918,49331,49359
24084810,218382,86431,86459
24084811,75941,36710,36738
24084812,143971,59763,59791
24084813,90202,42731,42759
24084814,77161,39446,39474
24084815,183249,71527,71555
24084816,88114,37261,37289
24084817,172380,86480,86508
24084818,81262,42766,42794
24084819,187733,95548,95576
24084820,84461,43876,43904
24084821,83128,39968,39996
24084822,103068,45498,45526
24084823,22667,12188,12216
24084824,135123,63042,63070
24084825,99540,43302,43330
24084826,82452,39247,39275
24084827,159032,71963,71991
24084828,190329,84926,84954
24084829,75320,38067,38095
24084830,39168,11214,11242
24084831,204542,105028,105056
24084832,147445,68955,68983
24084833,6384,3511,3539
24084834,165032,75859,75887
24084835,76227,35060,35088
24084836,168092,73077,73105
24084837,106705,53313,53341
24084838,125773,59701,59729
24084839,194881,97494,97522
24084840,68280,37663,37691
24084841,176205,76352,76380
24084842,75391,37018,37046
24084843,106620,50448,50476
24084844,197413,89742,89770
24084845,24750,13489,13517
24084846,145975,71131,71159
24084847,83347,32126,32154
24084848,82843,44959,44987
24084849,155432,66857,66885
24084850,31746,19352,19380
24084851,46269,21882,21910
24084852,191676,90342,90370
24084853,103367,51687,51715
24084854,18115,9657,9685
24084855,224984,105862,105890
24084856,112284,54218,54246
24084857,80745,39603,39631
24084858,94753,51644,51672
24084859,31310,17642,17670
24084860,190801,74648,74676
24084861,35318,20381,20409
24084862,167493,70808,70836
24084863,102718,50669,50697
24084864,167270,94273,94301
24084865,127124,63733,63761
24084866,38023,21624,21652
24084867,48647,26765,26793
24084868,229487,103036,103064
24084869,72554,35277,35305
24084870,22494,12758,12786
24084871,167089,74320,74348
24084872,114109,55134,55162
24084873,108054,53604,53632
24084874,221878,104174,104202
24084875,95554,48265,48293
24084876,129539,65177,65205
24084877,104890,43058,43086
24084878,114406,61064,61092
24084879,82344,38795,38823
24084880,124238,58607,58635
24084881,182459,92843,92871
24084882,83939,42793,42821
24084883,218414,105355,105383
24084884,81349,41265,41293
24084885,116323,50520,50548
24084886,99957,50594,50622
24084887,104966,50813,50841
24084888,98678,43809,43837
24084889,137299,60326,60354
24084890,172844,89438,89466
24084891,86471,44617,44645
24084892,65989,32491,32519
24084893,31161,17721,17749
24084894,114763,56093,56121
24084895,128100,56326,56354
24084896,109498,58560,58588
24084897,89311,42613,42641
24084898,156712,67466,67494
24084899,182535,90662,90690
24084900,104472,50640,50668
24084901,2875,1725,1753
24084902,189815,93792,93820
24084903,122675,51218,51246
24084904,74320,33977,34005
24084905,122388,58676,58704
24084906,179169,79368,79396
24084907,39567,17569,17597
24084908,127124,66227,66255
24084909,142925,65888,65916
24084910,204667,104598,104626
24084911,121588,66210,66238
24084912,85133,41213,41241
24084913,73132,36524,36552
24084914,143372,59770,59798
24084915,80921,40502,40530
24084916,82222,37428,37456
24084917,222858,113219,113247
24084918,90197,46113,46141
24084919,50716,25601,25629
24084920,146371,77083,77111
24084921,83591,39794,39822
24084922,161774,74227,74255
24084923,27281,14030,14058
24084924,129649,59737,59765
24084925,165264,67878,67906
24084926,46221,22512,22540
24084927,243758,129717,129745
24084928,15756,7199,7227
24084929,155437,79884,79912
24084930,98723,43197,43225
24084931,122097,49789,49817
24084932,134325,61378,61406
24084933,132230,69020,69048
24084934,82233,38557,38585
24084935,97105,47149,47177
24084936,246409,109267,109295
24084937,45633,28342,28370
24084938,74651,34954,34982
24084939,136394,57507,57535
24084940,197636,109242,109270
24084941,21447,11709,11737
24084942,138282,55912,55940
24084943,73748,36442,36470
24084944,268195,134452,134480
24084945,44077,25384,25412
24084946,122222,51454,51482
24084947,188789,104058,104086
24084948,63435,30267,30295
24084949,91635,43534,43562
24084950,101008,46868,46896
24084951,69911,36748,36776
24084952,252457,108495,108523
24084953,89400,48125,48153
24084954,160415,88025,88053
24084955,102072,51973,52001
24084956,115099,60882,60910
24084957,97565,42604,42632
24084958,145467,62569,62597
24084959,76869,37953,37981
24084960,108227,50473,50501
24084961,87492,40634,40662
24084962,237438,127300,127328
24084963,140910,79467,79495
24084964,123627,54920,54948
24084965,104232,53797,53825
24084966,84602,42516,42544
24084967,69280,34104,34132
24084968,125903,61463,61491
24084969,106443,44169,44197
24084970,241824,130336,130364
24084971,94194,41259,41287
24084972,169761,89739,89767
24084973,77846,39471,39499
24084974,199182,111270,111298
24084975,125943,69494,69522
24084976,111198,45867,45895
24084977,110174,46554,46582
24084978,138691,73187,73215
24084979,82708,39688,39716
24084980,99128,47514,47542
24084981,86327,49823,49851
24084982,255118,117959,117987
24084983,98738,52127,52155
24084984,110172,59957,59985
24084985,87429,47303,47331
24084986,148420,69661,69689
24084987,152444,63848,63876
24084988,168747,82594,82622
24084989,72874,39313,39341
24084990,137742,67994,68022
24084991,239863,120659,120687
24084992,113032,62309,62337
24084993,55723,26591,26619
24084994,358088,181866,181894
24084995,71533,34802,34830
24084996,77790,37711,37739
24084997,95599,45245,45273
24084998,170974,65108,65136
24084999,231519,114820,114848
24085000,31066,14721,14749
24085001,120052,60189,60217
24085002,72520,34098,34126
24085003,254097,125169,125197
24085004,124861,57980,58008
24085005,132181,74648,74676
24085006,116727,64087,64115
24085007,65328,32066,32094
24085008,74737,35534,35562
24085009,226660,107405,107433
24085010,101988,52284,52312
24085011,98818,38332,38360
24085012,151118,73165,73193
24085013,50654,27442,27470
24085014,132384,52325,52353
24085015,167233,94509,94537
24085016,85202,35313,35341
24085017,144814,77771,77799
24085018,71609,40948,40976
24085019,89417,43108,43136
24085020,188876,98220,98248
24085021,117410,56586,56614
24085022,175512,85844,85872
24085023,102353,52792,52820
24085024,130511,73913,73941
24085025,111933,54047,54075
24085026,166987,95741,95769
24085027,128056,61969,61997
24085028,74991,32502,32530
24085029,206896,105286,105314
24085030,88441,40797,40825
24085031,187576,102881,102909
24085032,260958,132450,132478
24085033,152653,74282,74310
24085034,216362,131551,131579
24085035,101564,46253,46281
24085036,94839,40124,40152
24085037,120266,48164,48192
24085038,111980,43700,43728
24085039,67663,27271,27299
24085040,174983,77611,77639
24085041,185519,81226,81254
24085042,85060,39913,39941
24085043,177324,91910,91938
24085044,122685,57994,58022
24085045,209314,116803,116831
24085046,133170,58628,58656
24085047,195040,93674,93702
24085048,100784,53064,53092
24085049,132584,72282,72310
24085050,135037,74625,74653
24085051,9253,4935,4963
24085052,147340,70012,70040
24085053,119846,58393,58421
24085054,67514,41191,41219
24085055,202984,94042,94070
24085056,77036,38929,38957
24085057,201289,92710,92738
24085058,79621,37290,37318
24085059,194643,104942,104970
24085060,144534,78595,78623
24085061,16321,8115,8143
24085062,211640,102944,102972
24085063,51691,30301,30329
24085064,181673,87263,87291
24085065,83312,39395,39423
24085066,127126,64447,64475
24085067,84264,38226,38254
24085068,98730,50127,50155
24085069,197168,100176,100204
24085070,94370,43757,43785
24085071,165690,88245,88273
24085072,92572,40354,40382
24085073,14741,5754,5782
24085074,125051,61638,61666
24085075,30760,12831,12859
24085076,145066,78270,78298
24085077,138269,64448,64476
24085078,124492,57847,57875
24085079,164803,86584,86612
24085080,153473,84416,84444
24085081,93838,48878,48906
24085082,89853,39052,39080
24085083,182860,95824,95852
24085084,127759,57324,57352
24085085,79513,44411,44439
24085086,161213,77140,77168
24085087,135567,65476,65504
24085088,108584,55247,55275
24085089,88584,41966,41994
24085090,97641,44203,44231
24085091,111301,50292,50320
24085092,105346,50170,50198
24085093,77463,36151,36179
24085094,199794,97343,97371
24085095,146017,71632,71660
24085096,159613,89169,89197
24085097,13841,6198,6226
24085098,191838,101204,101232
24085099,170255,96634,96662
24085100,92117,44534,44562
24085101,46953,26624,26652
24085102,114645,49894,49922
24085103,139480,64923,64951
24085104,110139,51815,51843
24085105,95349,44222,44250
24085106,180187,92536,92564
24085107,117890,56830,56858
24085108,77669,36481,36509
24085109,91994,42538,42566
24085110,92716,43864,43892
24085111,147705,62227,62255
24085112,122295,64581,64609
24085113,89548,41914,41942
24085114,70333,34044,34072
24085115,94987,46546,46574
24085116,91252,40007,40035
24085117,177769,94171,94199
24085118,128562,66011,66039
24085119,243371,111985,112013
24085120,99160,45208,45236
24085121,71274,34324,34352
24085122,79460,37898,37926
24085123,71081,30806,30834
24085124,234303,113687,113715
24085125,146283,76103,76131
24085126,74500,31873,31901
24085127,75848,33256,33284
24085128,177136,63074,63102
24085129,42419,21005,21033
24085130,135450,50882,50910
24085131,32218,18389,18417
24085132,44405,14508,14536
24085133,164554,67837,67865
24085134,202102,100141,100169
24085135,87097,34606,34634
24085136,294382,138881,138909
24085137,105751,42192,42220
24085138,69533,35245,35273
24085139,48600,22602,22630
24085140,187716,69374,69402
24085141,116910,67587,67615
24085142,110671,47106,47134
24085143,60565,30860,30888
24085144,79116,35787,35815
24085145,108465,56701,56729
24085146,148002,64400,64428
24085147,170540,75577,75605
24085148,114063,55228,55256
24085149,66070,31002,31030
24085150,111290,48921,48949
24085151,156554,46695,46723
24085152,27725,14591,14619
24085153,43991,21154,21182
24085154,192868,63180,63208
24085155,144513,66657,66685
24085156,164819,63960,63988
24085157,94383,43667,43695
24085158,27972,15077,15105
24085159,93239,44560,44588
24085160,55865,16388,16416
24085161,62975,27386,27414
24085162,166332,56523,56551
24085163,271358,103255,103283
24085164,155030,63665,63693
24085165,147294,68109,68137
24085166,105254,56158,56186
24085167,15822,7493,7521
24085168,171911,84111,84139
24085169,92274,45541,45569
24085170,123587,55730,55758
24085171,66219,30933,30961
24085172,88199,45995,46023
24085173,159744,54650,54678
24085174,156802,71451,71479
24085175,52934,26798,26826
24085176,164841,56562,56590
24085177,108329,52521,52549
24085178,85905,44142,44170
24085179,137066,50293,50321
24085180,59670,28075,28103
24085181,149971,70190,70218
24085182,208319,95067,95095
24085183,54362,25669,25697
24085184,97301,44269,44297
24085185,158733,55239,55267
24085186,171087,84004,84032
24085187,77198,38192,38220
24085188,74959,36580,36608
24085189,103208,45190,45218
24085190,174843,72618,72646
24085191,74633,34939,34967
24085192,135727,47469,47497
24085193,121145,48945,48973
24085194,66809,31033,31061
24085195,135372,42655,42683
24085196,95001,46819,46847
24085197,68617,31400,31428
24085198,17991,8318,8346
24085199,163726,54877,54905
24085200,140095,66127,66155
24085201,20198,10100,10128
24085202,172458,61375,61403
24085203,109886,50491,50519
24085204,255796,115978,116006
24085205,62065,30209,30237
24085206,156234,54044,54072
24085207,105123,49785,49813
24085208,228737,109049,109077
24085209,75071,35509,35537
24085210,301095,132193,132221
24085211,74451,40040,40068
24085212,61762,29296,29324
24085213,169489,57143,57171
24085214,122579,48396,48424
24085215,47961,22898,22926
24085216,93980,39249,39277
24085217,138431,50045,50073
24085218,80078,36603,36631
24085219,142794,46374,46402
24085220,116302,53548,53576
24085221,134885,52217,52245
24085222,218862,99551,99579
24085223,87189,40519,40547
24085224,88576,40126,40154
24085225,98859,47730,47758
24085226,94886,48257,48285
24085227,82244,22219,22247
24085228,212315,116139,116167
24085229,137846,41462,41490
24085230,164385,66667,66695
24085231,25678,12807,12835
24085232,141240,68104,68132
24085233,55730,16658,16686
24085234,173614,58003,58031
24085235,96824,46767,46795
24085236,161823,65429,65457
24085237,58102,25853,25881
24085238,232728,100807,100835
24085239,81596,35804,35832
24085240,91042,43806,43834
24085241,71750,35868,35896
24085242,46896,20695,20723
24085243,183909,61398,61426
24085244,42798,23704,23732
24085245,195687,76161,76189
24085246,138825,63047,63075
24085247,67509,30793,30821
24085248,78993,39707,39735
24085249,214567,98036,98064
24085250,44729,22549,22577
24085251,110240,51752,51780
24085252,157834,64898,64926
24085253,70247,35045,35073
24085254,154128,48904,48932
24085255,72972,35863,35891
24085256,135140,50010,50038
24085257,34845,14364,14392
24085258,150416,73011,73039
24085259,88387,39461,39489
24085260,224766,89022,89050
24085261,129062,52562,52590
24085262,101001,51378,51406
24085263,29197,15718,15746
24085264,156172,64580,64608
24085265,93178,48905,48933
24085266,9294,5652,5680
24085267,201281,77614,77642
24085268,171075,78108,78136
24085269,91917,48002,48030
24085270,108148,45217,45245
24085271,24739,12700,12728
24085272,142151,40968,40996
24085273,94839,46982,47010
24085274,151678,53130,53158
24085275,35960,19870,19898
24085276,101355,44627,44655
24085277,204706,100016,100044
24085278,89711,42512,42540
24085279,92117,40286,40314
24085280,103066,51769,51797
24085281,236075,102390,102418
24085282,93522,36245,36273
24085283,54536,25643,25671
24085284,177726,87604,87632
24085285,70779,31419,31447
24085286,153600,71492,71520
24085287,77564,34503,34531
24085288,77980,36821,36849
24085289,71665,37947,37975
24085290,142335,62683,62711
24085291,72295,34813,34841
24085292,72793,33122,33150
24085293,40836,9817,9845
24085294,174725,59032,59060
24085295,84229,40588,40616
24085296,99140,50112,50140
24085297,25299,12242,12270
24085298,167303,59693,59721
24085299,281415,130202,130230
24085300,46997,21262,21290
24085301,82603,31178,31206
24085302,14863,7357,7385
24085303,227711,86998,87026
24085304,107058,52375,52403
24085305,87242,43752,43780
24085306,23947,11956,11984
24085307,161143,55505,55533
24085308,205461,83564,83592
24085309,83258,39668,39696
24085310,74940,36862,36890
24085311,181326,76275,76303
24085312,70067,29818,29846
24085313,72618,34415,34443
24085314,82509,41753,41781
24085315,150323,48630,48658
24085316,29661,16731,16759
24085317,62443,30286,30314
24085318,152532,41560,41588
24085319,133230,56450,56478
24085320,59059,27937,27965
24085321,180278,82887,82915
24085322,78821,33610,33638
24085323,201637,73516,73544
24085324,35191,16619,16647
24085325,148619,53975,54003
24085326,137263,58050,58078
24085327,89893,42448,42476
24085328,73240,34899,34927
24085329,24797,14046,14074
24085330,229024,98860,98888
24085331,72247,36236,36264
24085332,79997,34549,34577
24085333,217552,76413,76441
24085334,67487,34121,34149
24085335,228355,101808,101836
24085336,85872,43613,43641
24085337,161928,87047,87075
24085338,129556,50411,50439
24085339,84855,41537,41565
24085340,15049,9031,9059
24085341,222019,108089,108117
24085342,162662,61298,61326
24085343,76112,34635,34663
24085344,86202,40149,40177
24085345,147232,58588,58616
24085346,76474,42019,42047
24085347,195041,93207,93235
24085348,81231,45648,45676
24085349,86771,47107,47135
24085350,46226,28604,28632
24085351,137103,70650,70678
24085352,22793,11033,11061
24085353,149728,63727,63755
24085354,181526,93736,93764
24085355,151436,61849,61877
24085356,75915,36137,36165
24085357,93363,48901,48929
24085358,74179,33828,33856
24085359,30738,18583,18611
24085360,90031,40582,40610
24085361,84313,41241,41269
24085362,84909,42131,42159
24085363,140637,61727,61755
24085364,109094,48966,48994
24085365,73591,34229,34257
24085366,156733,79530,79558
24085367,87395,40556,40584
24085368,89112,40438,40466
24085369,81657,37567,37595
24085370,163351,70625,70653
24085371,111262,50730,50758
24085372,90283,50812,50840
24085373,183177,73872,73900
24085374,231819,102442,102470
24085375,32665,16904,16932
24085376,189946,92456,92484
24085377,161371,73610,73638
24085378,99008,43081,43109
24085379,148710,63238,63266
24085380,195889,86035,86063
24085381,166124,86125,86153
24085382,126495,52980,53008
24085383,60701,33677,33705
24085384,163933,76945,76973
24085385,93519,45655,45683
24085386,87685,41937,41965
24085387,109421,50240,50268
24085388,238617,125268,125296
24085389,83893,36454,36482
24085390,101034,44145,44173
24085391,181346,90752,90780
24085392,91213,40562,40590
24085393,82667,39849,39877
24085394,109423,48962,48990
24085395,125964,66781,66809
24085396,109167,51355,51383
24085397,122216,57755,57783
24085398,75823,34300,34328
24085399,12724,6284,6312
24085400,180170,71490,71518
24085401,194389,101685,101713
24085402,107618,50030,50058
24085403,142401,65271,65299
24085404,50273,29706,29734
24085405,167699,85113,85141
24085406,115899,57675,57703
24085407,110969,55631,55659
24085408,86319,42543,42571
24085409,119125,60397,60425
24085410,99937,47114,47142
24085411,108288,52935,52963
24085412,93914,47378,47406
24085413,148087,73032,73060
24085414,158197,86235,86263
24085415,62849,30360,30388
24085416,156824,76320,76348
24085417,121946,61839,61867
24085418,103416,52688,52716
24085419,160420,77367,77395
24085420,106463,53061,53089
24085421,96265,46981,47009
24085422,135298,67398,67426
24085423,108935,57656,57684
24085424,72785,36364,36392
24085425,103865,50188,50216
24085426,110497,55735,55763
24085427,79452,37172,37200
24085428,67100,31262,31290
24085429,143959,75769,75797
24085430,88863,43180,43208
24085431,92531,44952,44980
24085432,105206,50555,50583
24085433,145654,71589,71617
24085434,61554,29457,29485
24085435,113061,56698,56726
24085436,80511,39434,39462
24085437,235397,90397,90425
24085438,83933,37133,37161
24085439,108016,47901,47929
24085440,29846,14794,14822
24085441,144713,64405,64433
24085442,84869,37611,37639
24085443,101520,48240,48268
24085444,88497,41335,41363
24085445,91509,43389,43417
24085446,112709,54100,54128
24085447,121661,54337,54365
24085448,105107,46277,46305
24085449,194451,99477,99505
24085450,79259,35964,35992
24085451,24375,13496,13524
24085452,203311,81680,81708
24085453,118394,58902,58930
24085454,93028,47509,47537
24085455,150500,73123,73151
24085456,39028,16521,16549
24085457,165398,74849,74877
24085458,99581,45755,45783
24085459,88016,44611,44639
24085460,129808,60947,60975
24085461,111956,56911,56939
24085462,43368,21866,21894
24085463,134919,62870,62898
24085464,78773,36707,36735
24085465,87371,36700,36728
24085466,115020,54593,54621
24085467,116388,60548,60576
24085468,80400,39921,39949
24085469,88858,40423,40451
24085470,125311,61695,61723
24085471,83263,39852,39880
24085472,127499,65043,65071
24085473,81904,38717,38745
24085474,97766,43559,43587
24085475,30585,17128,17156
24085476,194722,84312,84340
24085477,138543,68386,68414
24085478,90663,40192,40220
24085479,116457,51703,51731
24085480,118709,56061,56089
24085481,99525,42896,42924
24085482,108699,46304,46332
24085483,91151,43041,43069
24085484,132266,49767,49795
24085485,117730,53826,53854
24085486,168769,71577,71605
24085487,96770,45220,45248
24085488,102400,47442,47470
24085489,95187,44356,44384
24085490,133329,54242,54270
24085491,107322,49443,49471
24085492,186455,76045,76073
24085493,115346,51301,51329
24085494,118453,49660,49688
24085495,131057,58347,58375
24085496,157251,76686,76714
24085497,108762,49260,49288
24085498,108716,50460,50488
24085499,59970,29855,29883
24085500,155632,78280,78308
24085501,135750,60951,60979
24085502,102226,45492,45520
24085503,18082,8412,8440
24085504,118745,55901,55929
24085505,144361,65543,65571
24085506,89298,43197,43225
24085507,70337,32568,32596
24085508,90130,40342,40370
24085509,168695,66633,66661
24085510,67100,26629,26657
24085511,122931,51702,51730
24085512,269161,112810,112838
24085513,104152,47139,47167
24085514,78500,36600,36628
24085515,99886,46114,46142
24085516,184585,72997,73025
24085517,127563,53546,53574
24085518,185607,79364,79392
24085519,176481,66586,66614
24085520,84433,40729,40757
24085521,235816,121747,121775
24085522,88031,38891,38919
24085523,105568,47360,47388
24085524,92703,40031,40059
24085525,120909,57176,57204
24085526,122114,56519,56547
24085527,103570,55171,55199
24085528,176388,85404,85432
24085529,71580,34914,34942
24085530,156469,76047,76075
24085531,106651,50649,50677
24085532,94569,43215,43243
24085533,82663,39661,39689
24085534,139760,69481,69509
24085535,62328,28336,28364
24085536,94548,44335,44363
24085537,111361,53308,53336
24085538,105449,49814,49842
24085539,95070,47282,47310
24085540,85255,38397,38425
24085541,89685,40129,40157
24085542,120982,57424,57452
24085543,120059,55306,55334
24085544,120202,49720,49748
24085545,97884,46239,46267
24085546,96447,48358,48386
24085547,142223,56368,56396
24085548,85437,40922,40950
24085549,167380,88107,88135
24085550,87673,40454,40482
24085551,79791,38479,38507
24085552,200618,96408,96436
24085553,83838,39216,39244
24085554,135330,67965,67993
24085555,83652,40328,40356
24085556,80598,35605,35633
24085557,146722,69487,69515
24085558,39903,21687,21715
24085559,143082,62351,62379
24085560,149066,76806,76834
24085561,68353,31423,31451
24085562,114617,52338,52366
24085563,79553,39371,39399
24085564,89495,43529,43557
24085565,142812,70677,70705
24085566,99987,46351,46379
24085567,101649,43729,43757
24085568,152567,69638,69666
24085569,102480,49165,49193
24085570,107306,50516,50544
24085571,170539,73689,73717
24085572,102260,50285,50313
24085573,138899,62995,63023
24085574,87143,41452,41480
24085575,189105,75702,75730
24085576,149402,78586,78614
24085577,83902,38737,38765
24085578,55503,28192,28220
24085579,221772,89194,89222
24085580,58339,29754,29782
24085581,112524,53544,53572
24085582,153673,67563,67591
24085583,75032,33368,33396
24085584,117822,60606,60634
24085585,153499,66255,66283
24085586,72787,34643,34671
24085587,117688,56947,56975
24085588,154193,78193,78221
24085589,121318,47471,47499
24085590,67083,30230,30258
24085591,210095,78195,78223
24085592,94025,41962,41990
24085593,142671,56258,56286
24085594,11718,6535,6563
24085595,168498,72488,72516
24085596,66628,30855,30883
24085597,163147,61603,61631
24085598,97870,45591,45619
24085599,96400,38230,38258
24085600,205176,72008,72036
24085601,109711,51769,51797
24085602,144128,48665,48693
24085603,101519,54222,54250
24085604,90885,40521,40549
24085605,210191,84579,84607
24085606,120227,43797,43825
24085607,104908,51060,51088
24085608,80208,38272,38300
24085609,123834,59976,60004
24085610,129674,48176,48204
24085611,95922,44622,44650
24085612,107199,55466,55494
24085613,157529,64302,64330
24085614,70536,31261,31289
24085615,102099,50514,50542
24085616,156406,54942,54970
24085617,78839,36702,36730
24085618,119527,60716,60744
24085619,4095,2137,2165
24085620,160860,75029,75057
24085621,144340,59370,59398
24085622,148994,61394,61422
24085623,94582,44289,44317
24085624,136094,57695,57723
24085625,93493,42471,42499
24085626,99071,46373,46401
24085627,163502,63063,63091
24085628,93015,43348,43376
24085629,85932,38328,38356
24085630,97173,43038,43066
24085631,159485,73822,73850
24085632,55569,22619,22647
24085633,102034,49439,49467
24085634,177063,67450,67478
24085635,188441,71251,71279
24085636,135797,59886,59914
24085637,91382,42959,42987
24085638,33784,15688,15716
24085639,173743,84500,84528
24085640,128611,49611,49639
24085641,109814,50662,50690
24085642,67606,30425,30453
24085643,107494,48153,48181
24085644,24181,9423,9451
24085645,159488,71807,71835
24085646,156170,61635,61663
24085647,52698,23303,23331
24085648,115947,42749,42777
24085649,90803,41034,41062
24085650,65207,31142,31170
24085651,97652,44231,44259
24085652,61201,27829,27857
24085653,152192,53511,53539
24085654,113038,51222,51250
24085655,65851,34336,34364
24085656,164380,87659,87687
24085657,47079,24315,24343
24085658,167758,68272,68300
24085659,212858,115006,115034
24085660,93384,42923,42951
24085661,92568,48838,48866
24085662,112852,49211,49239
24085663,177981,81744,81772
24085664,106305,53507,53535
24085665,96173,47743,47771
24085666,165259,64465,64493
24085667,113388,53621,53649
24085668,96650,34513,34541
24085669,87044,41663,41691
24085670,96380,45249,45277
24085671,118747,55866,55894
24085672,84464,39229,39257
24085673,183501,71100,71128
24085674,70367,32130,32158
24085675,124473,56309,56337
24085676,108460,50679,50707
24085677,133087,54738,54766
24085678,94619,43522,43550
24085679,72519,34642,34670
24085680,198616,68145,68173
24085681,101985,49521,49549
24085682,10446,4754,4782
24085683,123376,56284,56312
24085684,164331,62084,62112
24085685,98580,48704,48732
24085686,81462,39252,39280
24085687,163385,62694,62722
24085688,95053,47633,47661
24085689,98738,39759,39787
24085690,142909,58927,58955
24085691,147366,58567,58595
24085692,69534,32827,32855
24085693,144553,47616,47644
24085694,176487,65188,65216
24085695,97874,42537,42565
24085696,111128,40137,40165
24085697,117276,51867,51895
24085698,70958,32437,32465
24085699,88432,41872,41900
24085700,111964,52532,52560
24085701,43375,18075,18103
24085702,199224,77064,77092
24085703,188455,65694,65722
24085704,103700,52427,52455
24085705,103938,48155,48183
