block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24039010,64669,30345,30373
24039011,143552,61223,61251
24039012,119063,60919,60947
24039013,94682,46704,46732
24039014,111045,48503,48531
24039015,29826,13419,13447
24039016,87804,38402,38430
24039017,127173,62491,62519
24039018,65837,34409,34437
24039019,68569,32453,32481
24039020,118087,57159,57187
24039021,72769,34415,34443
24039022,97537,42323,42351
24039023,94002,50063,50091
24039024,75701,36283,36311
24039025,167761,70012,70040
24039026,85415,39557,39585
24039027,44753,18484,18512
24039028,133368,63503,63531
24039029,50965,26222,26250
24039030,86819,37012,37040
24039031,91463,43511,43539
24039032,58283,26547,26575
24039033,34956,15823,15851
24039034,191305,82108,82136
24039035,74194,29652,29680
24039036,148090,62990,63018
24039037,118805,60953,60981
24039038,68453,33686,33714
24039039,18883,8999,9027
24039040,159858,74165,74193
24039041,118623,63494,63522
24039042,142973,53998,54026
24039043,135978,53001,53029
24039044,100376,49658,49686
24039045,26397,10333,10361
24039046,155205,70745,70773
24039047,58188,28291,28319
24039048,173648,69850,69878
24039049,126058,55783,55811
24039050,109452,53234,53262
24039051,169060,75542,75570
24039052,20121,8947,8975
24039053,153142,48648,48676
24039054,133383,66191,66219
24039055,119992,54378,54406
24039056,19491,10638,10666
24039057,270693,113735,113763
24039058,48186,22086,22114
24039059,169955,51301,51329
24039060,233994,103353,103381
24039061,91588,55779,55807
24039062,208833,91889,91917
24039063,87368,41451,41479
24039064,105841,53705,53733
24039065,116226,53625,53653
24039066,192500,88883,88911
24039067,89207,39010,39038
24039068,114319,54377,54405
24039069,38371,20457,20485
24039070,260512,119762,119790
24039071,34702,17486,17514
24039072,128807,61101,61129
24039073,116358,31497,31525
24039074,199262,88488,88516
24039075,97180,44172,44200
24039076,128141,50706,50734
24039077,30401,14473,14501
24039078,25717,12759,12787
24039079,176270,61273,61301
24039080,224693,96716,96744
24039081,138278,67907,67935
24039082,78574,38164,38192
24039083,127328,58362,58390
24039084,122534,60613,60641
24039085,125391,59577,59605
24039086,256227,109023,109051
24039087,73015,35019,35047
24039088,83215,43930,43958
24039089,139619,57250,57278
24039090,114310,56360,56388
24039091,68941,34851,34879
24039092,109829,53692,53720
24039093,185292,77200,77228
24039094,88827,44720,44748
24039095,130256,51664,51692
24039096,174015,65659,65687
24039097,54234,25947,25975
24039098,91461,45410,45438
24039099,79868,40862,40890
24039100,140859,53857,53885
24039101,106664,37749,37777
24039102,181034,74650,74678
24039103,59618,27376,27404
24039104,148628,57345,57373
24039105,75891,33048,33076
24039106,17623,9429,9457
24039107,191073,77392,77420
24039108,121757,55192,55220
24039109,55298,29419,29447
24039110,162349,68565,68593
24039111,127363,66834,66862
24039112,109863,42250,42278
24039113,114488,50858,50886
24039114,113637,56921,56949
24039115,180758,65372,65400
24039116,86401,39734,39762
24039117,82127,38578,38606
24039118,195784,78333,78361
24039119,98627,46008,46036
24039120,89571,40920,40948
24039121,106274,49169,49197
24039122,164026,68847,68875
24039123,102886,43761,43789
24039124,204678,95413,95441
24039125,88336,37833,37861
24039126,203091,112315,112343
24039127,167733,68958,68986
24039128,19520,10850,10878
24039129,170496,72610,72638
24039130,80637,37572,37600
24039131,125680,52922,52950
24039132,141746,60549,60577
24039133,25627,13580,13608
24039134,268354,106716,106744
24039135,100359,49695,49723
24039136,53572,25597,25625
24039137,159196,61866,61894
24039138,92336,38828,38856
24039139,76397,36659,36687
24039140,151645,48511,48539
24039141,162447,76359,76387
24039142,58718,24667,24695
24039143,87203,42523,42551
24039144,123950,63125,63153
24039145,77010,38367,38395
24039146,159696,50610,50638
24039147,98096,46653,46681
24039148,158005,73394,73422
24039149,73419,34731,34759
24039150,90709,45686,45714
24039151,75141,36309,36337
24039152,178789,72801,72829
24039153,106683,50167,50195
24039154,21379,11541,11569
24039155,210083,84301,84329
24039156,134593,57707,57735
24039157,58395,28364,28392
24039158,124304,54742,54770
24039159,74883,32712,32740
24039160,130914,46647,46675
24039161,152311,48825,48853
24039162,118711,54597,54625
24039163,72149,35319,35347
24039164,134578,66253,66281
24039165,143928,60818,60846
24039166,75703,36137,36165
24039167,112484,55086,55114
24039168,175553,67481,67509
24039169,68254,29224,29252
24039170,116130,52271,52299
24039171,97366,44647,44675
24039172,154395,48820,48848
24039173,143583,65236,65264
24039174,71490,34746,34774
24039175,92185,38535,38563
24039176,65704,31249,31277
24039177,163040,50207,50235
24039178,104251,52640,52668
24039179,79610,35045,35073
24039180,227597,84920,84948
24039181,124891,56909,56937
24039182,92266,40326,40354
24039183,97478,43993,44021
24039184,29603,14586,14614
24039185,151347,48182,48210
24039186,250855,101391,101419
24039187,97462,44518,44546
24039188,75720,35413,35441
24039189,79203,38927,38955
24039190,99780,42307,42335
24039191,100735,53534,53562
24039192,172999,65721,65749
24039193,83340,39139,39167
24039194,90331,39659,39687
24039195,193201,74825,74853
24039196,182332,73058,73086
24039197,72171,35876,35904
24039198,124690,51215,51243
24039199,72306,34921,34949
24039200,94593,43562,43590
24039201,101232,53763,53791
24039202,95606,40991,41019
24039203,153646,47785,47813
24039204,119802,45499,45527
24039205,84686,38523,38551
24039206,147705,75164,75192
24039207,95155,32822,32850
24039208,170886,70793,70821
24039209,55156,24576,24604
24039210,105965,50947,50975
24039211,85571,47411,47439
24039212,73922,34914,34942
24039213,156265,49467,49495
24039214,97365,51993,52021
24039215,101102,51948,51976
24039216,79865,39958,39986
24039217,115550,51215,51243
24039218,201856,92299,92327
24039219,64267,29622,29650
24039220,69236,34434,34462
24039221,139933,56198,56226
24039222,88471,45779,45807
24039223,93419,41356,41384
24039224,96052,45653,45681
24039225,108228,56027,56055
24039226,86082,39913,39941
24039227,73769,31026,31054
24039228,24529,9969,9997
24039229,163630,74470,74498
24039230,71747,32464,32492
24039231,86877,35456,35484
24039232,39189,15643,15671
24039233,185436,77657,77685
24039234,91934,40895,40923
24039235,22355,9709,9737
24039236,40660,16533,16561
24039237,233300,88641,88669
24039238,32247,15688,15716
24039239,119014,58984,59012
24039240,48631,23560,23588
24039241,124966,53563,53591
24039242,84545,40510,40538
24039243,40617,16679,16707
24039244,86432,44502,44530
24039245,215027,75881,75909
24039246,105106,47986,48014
24039247,81241,39498,39526
24039248,137114,64262,64290
24039249,70869,34051,34079
24039250,105592,48300,48328
24039251,98267,46256,46284
24039252,97903,44301,44329
24039253,66250,34155,34183
24039254,161693,90327,90355
24039255,55778,26609,26637
24039256,83857,38511,38539
24039257,86451,42973,43001
24039258,124317,60138,60166
24039259,81856,39122,39150
24039260,128425,61731,61759
24039261,87539,42410,42438
24039262,98745,53613,53641
24039263,96393,43770,43798
24039264,132043,54981,55009
24039265,74839,29489,29517
24039266,77881,33409,33437
24039267,39483,19862,19890
24039268,138231,63045,63073
24039269,81933,43745,43773
24039270,99324,46250,46278
24039271,38562,18559,18587
24039272,109340,54328,54356
24039273,135478,59885,59913
24039274,69938,35244,35272
24039275,91142,44970,44998
24039276,14040,6668,6696
24039277,123315,55754,55782
24039278,41577,17482,17510
24039279,131948,60070,60098
24039280,109815,52082,52110
24039281,92482,42258,42286
24039282,103408,49004,49032
24039283,36519,16812,16840
24039284,37906,18990,19018
24039285,161391,74183,74211
24039286,85528,41495,41523
24039287,115470,51642,51670
24039288,93258,42008,42036
24039289,123794,52011,52039
24039290,123811,56479,56507
24039291,108368,48436,48464
24039292,108595,53071,53099
24039293,94451,46804,46832
24039294,89335,38888,38916
24039295,118059,53629,53657
24039296,90384,42049,42077
24039297,77296,37989,38017
24039298,155429,75639,75667
24039299,89113,38575,38603
24039300,84334,35708,35736
24039301,99155,46270,46298
24039302,79603,41561,41589
24039303,95397,40563,40591
24039304,73473,37023,37051
24039305,84549,42011,42039
24039306,79385,36626,36654
24039307,93702,41942,41970
24039308,116693,54139,54167
24039309,90892,43997,44025
24039310,21088,9912,9940
24039311,106058,45358,45386
24039312,16713,8383,8411
24039313,150515,69934,69962
24039314,119358,55375,55403
24039315,125888,63480,63508
24039316,127279,60567,60595
24039317,71682,33816,33844
24039318,142645,66579,66607
24039319,106503,47185,47213
24039320,90438,41082,41110
24039321,81394,34089,34117
24039322,88024,45085,45113
24039323,69589,34393,34421
24039324,87746,44672,44700
24039325,113126,48290,48318
24039326,143188,56695,56723
24039327,82475,40662,40690
24039328,115354,46260,46288
24039329,155139,79394,79422
24039330,82001,40540,40568
24039331,81262,40845,40873
24039332,179986,67044,67072
24039333,88234,45675,45703
24039334,104388,46997,47025
24039335,85921,40127,40155
24039336,34402,15646,15674
24039337,95085,48431,48459
24039338,94672,51648,51676
24039339,81467,41395,41423
24039340,115002,47800,47828
24039341,70313,34793,34821
24039342,66056,32978,33006
24039343,30316,14943,14971
24039344,150736,78685,78713
24039345,57071,25505,25533
24039346,72777,35329,35357
24039347,20521,10003,10031
24039348,173585,71771,71799
24039349,117673,55497,55525
24039350,164598,78436,78464
24039351,111537,54467,54495
24039352,113156,55606,55634
24039353,96952,45069,45097
24039354,113032,48813,48841
24039355,41498,18489,18517
24039356,209035,91934,91962
24039357,94298,40879,40907
24039358,103327,49551,49579
24039359,81572,37644,37672
24039360,93499,45054,45082
24039361,75463,34071,34099
24039362,238697,83425,83453
24039363,123072,58388,58416
24039364,163119,79755,79783
24039365,85205,39997,40025
24039366,2624,1037,1065
24039367,145512,46530,46558
24039368,185579,92806,92834
24039369,116494,53907,53935
24039370,48805,23844,23872
24039371,117416,56931,56959
24039372,138190,64164,64192
24039373,73126,35610,35638
24039374,156176,71131,71159
24039375,93229,42397,42425
24039376,136709,61864,61892
24039377,64326,30753,30781
24039378,75145,33889,33917
24039379,87133,45856,45884
24039380,15882,8192,8220
24039381,100671,42478,42506
24039382,142710,71230,71258
24039383,77659,36170,36198
24039384,132645,61169,61197
24039385,141797,53766,53794
24039386,110882,54650,54678
24039387,65914,32101,32129
24039388,120202,57067,57095
24039389,79493,40100,40128
24039390,112244,41074,41102
24039391,300900,141917,141945
24039392,70226,34888,34916
24039393,325783,142867,142895
24039394,125965,57997,58025
24039395,88843,41188,41216
24039396,108174,50637,50665
24039397,145239,60859,60887
24039398,74756,34406,34434
24039399,106607,50785,50813
24039400,80508,37414,37442
24039401,116167,51078,51106
24039402,114609,32844,32872
24039403,88867,44094,44122
24039404,123989,46107,46135
24039405,130275,47732,47760
24039406,68887,31992,32020
24039407,60628,30355,30383
24039408,185425,82591,82619
24039409,62018,29439,29467
24039410,108530,51395,51423
24039411,71621,35345,35373
24039412,155875,60701,60729
24039413,73982,35050,35078
24039414,149418,52400,52428
24039415,128371,60041,60069
24039416,89577,43084,43112
24039417,117469,58993,59021
24039418,75449,35394,35422
24039419,100870,48240,48268
24039420,58631,30390,30418
24039421,132902,61929,61957
24039422,81254,37780,37808
24039423,156153,62648,62676
24039424,127993,59561,59589
24039425,98257,45445,45473
24039426,132231,64618,64646
24039427,101447,51015,51043
24039428,104658,48561,48589
24039429,185777,84499,84527
24039430,81411,40258,40286
24039431,85145,42254,42282
24039432,126845,60950,60978
24039433,200755,87650,87678
24039434,90901,40581,40609
24039435,120902,52803,52831
24039436,104964,51188,51216
24039437,89339,42381,42409
24039438,112130,49210,49238
24039439,74928,37567,37595
24039440,96605,46977,47005
24039441,160461,82743,82771
24039442,19779,11010,11038
24039443,189091,97146,97174
24039444,146998,57391,57419
24039445,56778,29556,29584
24039446,96506,45911,45939
24039447,104774,47081,47109
24039448,83661,40187,40215
24039449,152658,63147,63175
24039450,97924,45748,45776
24039451,130776,59734,59762
24039452,69056,30705,30733
24039453,146283,61653,61681
24039454,128041,58795,58823
24039455,25502,13992,14020
24039456,173409,76715,76743
24039457,108639,52079,52107
24039458,54301,24829,24857
24039459,71744,33540,33568
24039460,230708,94579,94607
24039461,211476,85803,85831
24039462,97817,46809,46837
24039463,70273,35216,35244
24039464,88085,37278,37306
24039465,165130,77441,77469
24039466,135373,64871,64899
24039467,176790,71832,71860
24039468,91580,41632,41660
24039469,164543,70694,70722
24039470,91856,44417,44445
24039471,70796,32499,32527
24039472,164252,76556,76584
24039473,129884,58568,58596
24039474,96353,46922,46950
24039475,145483,71924,71952
24039476,92729,43271,43299
24039477,21994,10059,10087
24039478,130404,60616,60644
24039479,162846,83579,83607
24039480,144270,56912,56940
24039481,16683,8655,8683
24039482,140768,67376,67404
24039483,83897,38715,38743
24039484,105145,47874,47902
24039485,135713,68635,68663
24039486,152510,68865,68893
24039487,95993,48282,48310
24039488,70710,35440,35468
24039489,166987,74617,74645
24039490,99877,48393,48421
24039491,109711,51452,51480
24039492,93124,46144,46172
24039493,31754,15999,16027
24039494,168244,79031,79059
24039495,96009,43322,43350
24039496,130743,64451,64479
24039497,129122,64958,64986
24039498,91260,43738,43766
24039499,55957,24144,24172
24039500,185001,93432,93460
24039501,136278,68361,68389
24039502,55077,23544,23572
24039503,188842,82960,82988
24039504,187703,73646,73674
24039505,168997,84734,84762
24039506,86747,40340,40368
24039507,116828,55348,55376
24039508,56418,24336,24364
24039509,219468,92519,92547
24039510,77333,36250,36278
24039511,176033,71258,71286
24039512,87572,40213,40241
24039513,194594,87733,87761
24039514,124965,58647,58675
24039515,105913,47739,47767
24039516,97451,44606,44634
24039517,92775,44908,44936
